Aphrika	África
Katiguriya:Wañusqa 1944	Categoria:Mortos em 1944
Katiguriya:Wañusqa 1948	Categoria:Mortos em 1948
Katiguriya:Wañusqa 1951	Categoria:Mortos em 1951
Katiguriya:Wañusqa 1952	Categoria:Mortos em 1952
Katiguriya:Wañusqa 1953	Categoria:Mortos em 1953
Katiguriya:Wañusqa 1954	Categoria:Mortos em 1954
Katiguriya:Wañusqa 1955	Categoria:Mortos em 1955
Katiguriya:Wañusqa 1956	Categoria:Mortos em 1956
Katiguriya:Wañusqa 1957	Categoria:Mortos em 1957
Katiguriya:Wañusqa 1958	Categoria:Mortos em 1958
Katiguriya:1961	Categoria:1961
Katiguriya:1964	Categoria:1964
Katiguriya:Wañusqa 1964	Categoria:Mortos em 1964
Katiguriya:1965	Categoria:1965
Katiguriya:Wañusqa 1965	Categoria:Mortos em 1965
Katiguriya:1966	Categoria:1966
Katiguriya:1967	Categoria:1967
Katiguriya:Wañusqa 1967	Categoria:Mortos em 1967
Katiguriya:Wañusqa 1968	Categoria:Mortos em 1968
Katiguriya:1969	Categoria:1969
Katiguriya:1970	Categoria:1970
Katiguriya:Wañusqa 1970	Categoria:Mortos em 1970
Katiguriya:Wañusqa 1971	Categoria:Mortos em 1971
Katiguriya:1972	Categoria:1972
Katiguriya:Wañusqa 1972	Categoria:Mortos em 1972
Katiguriya:1973	Categoria:1973
Katiguriya:Wañusqa 1973	Categoria:Mortos em 1973
Katiguriya:1974	Categoria:1974
Katiguriya:1975	Categoria:1975
Katiguriya:1976	Categoria:1976
Katiguriya:Wañusqa 1977	Categoria:Mortos em 1977
Katiguriya:1978	Categoria:1978
Katiguriya:1979	Categoria:1979
Katiguriya:1980	Categoria:1980
Katiguriya:1981	Categoria:1981
Katiguriya:1982	Categoria:1982
Katiguriya:Wañusqa 1982	Categoria:Mortos em 1982
Katiguriya:1983	Categoria:1983
Katiguriya:Wañusqa 1983	Categoria:Mortos em 1983
Katiguriya:1984	Categoria:1984
Katiguriya:Wañusqa 1984	Categoria:Mortos em 1984
Katiguriya:1985	Categoria:1985
Katiguriya:Wañusqa 1985	Categoria:Mortos em 1985
Katiguriya:1986	Categoria:1986
Katiguriya:1987	Categoria:1987
Katiguriya:Wañusqa 1987	Categoria:Mortos em 1987
Katiguriya:1988	Categoria:1988
Katiguriya:1989	Categoria:1989
Katiguriya:Wañusqa 1989	Categoria:Mortos em 1989
Katiguriya:1990	Categoria:1990
Katiguriya:Wañusqa 1990	Categoria:Mortos em 1990
Katiguriya:1991	Categoria:1991
Katiguriya:1992	Categoria:1992
Katiguriya:1993	Categoria:1993
Katiguriya:1994	Categoria:1994
Katiguriya:1995	Categoria:1995
Katiguriya:Wañusqa 1995	Categoria:Mortos em 1995
Katiguriya:1996	Categoria:1996
Katiguriya:Wañusqa 1996	Categoria:Mortos em 1996
Katiguriya:1997	Categoria:1997
Katiguriya:Wañusqa 1997	Categoria:Mortos em 1997
Katiguriya:1999	Categoria:1999
Katiguriya:2000	Categoria:2000
Katiguriya:Wañusqa 2000	Categoria:Mortos em 2000
Katiguriya:2001	Categoria:2001
Katiguriya:Wañusqa 2001	Categoria:Mortos em 2001
Katiguriya:2002	Categoria:2002
Katiguriya:Wañusqa 2002	Categoria:Mortos em 2002
Katiguriya:Wañusqa 2003	Categoria:Mortos em 2003
Katiguriya:2004	Categoria:2004
Katiguriya:Wañusqa 2004	Categoria:Mortos em 2004
Katiguriya:2005	Categoria:2005
Katiguriya:2006	Categoria:2006
Katiguriya:Wañusqa 2006	Categoria:Mortos em 2006
Katiguriya:2007	Categoria:2007
Katiguriya:2008	Categoria:2008
Katiguriya:2009	Categoria:2009
Katiguriya:2010	Categoria:2010
Katiguriya:2011	Categoria:2011
Katiguriya:Mayu (Mama llaqta)	Categoria:Rios por país
Katiguriya:Antanka pampa (Mama llaqta)	Categoria:Aeroportos por país
Katiguriya:Isanka rump'u (Mama llaqta)	Categoria:Basquetebol por país
Katiguriya:Walla (Mama llaqta)	Categoria:Cordilheiras por país
Katiguriya:Wat'a (Mama llaqta)	Categoria:Ilhas por país
Katiguriya:Flora (Mama llaqta)	Categoria:Flora por país
Katiguriya:Musika (Mama llaqta)	Categoria:Música por país
Katiguriya:Qucha (Mama llaqta)	Categoria:Lagos por país
Katiguriya:Wiñay kawsay (Watimala)	Categoria:História da Guatemala
Katiguriya:Wiñay kawsay (Grisya)	Categoria:História da Grécia
Katiguriya:Wiñay kawsay (Ithiyupya)	Categoria:História da Etiópia
Katiguriya:Wiñay kawsay (Iqiptu)	Categoria:História do Egito
Máncora distritu	Máncora (distrito)
Katiguriya:Urqu (Mama llaqta)	Categoria:Montanhas por país
Katiguriya:Wiñay kawsay (Arhintina)	Categoria:História da Argentina
Katiguriya:Wiñay kawsay (Ispaña)	Categoria:História da Espanha
Katiguriya:Wiñay kawsay (Ikwadur)	Categoria:História do Equador
Katiguriya:Wiñay kawsay (Kanada)	Categoria:História do Canadá
Katiguriya:Kurku kallpanchay (Grisya)	Categoria:Desporto da Grécia
Katiguriya:Kurku kallpanchay (Alimanya)	Categoria:Desporto da Alemanha
Katiguriya:Kañina	Categoria:Moedas
Katiguriya:Kurku kallpanchay (Chinchay Ilanda)	Categoria:Desporto da Irlanda do Norte
Katiguriya:Kurku kallpanchay (Arhintina)	Categoria:Desporto da Argentina
Katiguriya:Kurku kallpanchay (Nihun)	Categoria:Desporto do Japão
Katiguriya:Kurku kallpanchay (Chunwa)	Categoria:Desporto da China
Katiguriya:Kurku kallpanchay (Piruw)	Categoria:Desporto do Peru
Katiguriya:Piluta hayt'ay (Grisya)	Categoria:Futebol da Grécia
Katiguriya:Piluta hayt'ay (Sirbya)	Categoria:Futebol da Sérvia
Katiguriya:Piluta hayt'ay (Arhintina)	Categoria:Futebol da Argentina
Katiguriya:Piluta hayt'ay (Israyil)	Categoria:Futebol de Israel
Katiguriya:Piluta hayt'ay (Parawayi)	Categoria:Futebol do Paraguai
Katiguriya:Piluta hayt'ay (Piruw)	Categoria:Futebol do Peru
Katiguriya:Amachasqa sallqa suyukuna (Mama llaqta)	Categoria:Áreas protegidas por país
Katiguriya:Allpamanta yachaykuna (Buliwya)	Categoria:Geografia da Bolívia
Katiguriya:Allpamanta yachaykuna (Brasil)	Categoria:Geografia do Brasil
Plantilla:Ruwaq:ca-2	Predefinição:User ca-2
Katiguriya:Allpamanta yachaykuna (Sudan)	Categoria:Geografia do Sudão
Katiguriya:Allpamanta yachaykuna (Ispaña)	Categoria:Geografia da Espanha
Katiguriya:Allpamanta yachaykuna (Ilanda)	Categoria:Geografia da Irlanda
Napu distritu	Napo (distrito)
Katiguriya:Allpamanta yachaykuna (Ikwadur)	Categoria:Geografia do Equador
Katiguriya:Mayu	Categoria:Rios
Katiguriya:Allpamanta yachaykuna (Uganda)	Categoria:Geografia de Uganda
Katiguriya:Allpamanta yachaykuna (Chili)	Categoria:Geografia do Chile
Katiguriya:Allpamanta yachaykuna (Kulumbya)	Categoria:Geografia da Colômbia
Plantilla:Ruwaq:fi-2	Predefinição:User fi-2
Plantilla:Ruwaq:fi-3	Predefinição:User fi-3
Katiguriya:Allpamanta yachaykuna (Parawayi)	Categoria:Geografia do Paraguai
Katiguriya:Allpamanta yachaykuna (Piruw)	Categoria:Geografia do Peru
Katiguriya:Allpamanta yachaykuna (Phinsuyu)	Categoria:Geografia da Finlândia
Katiguriya:Allpamanta yachaykuna (Unriya)	Categoria:Geografia da Hungria
Katiguriya:Ch'in pacha (Mama llaqta)	Categoria:Desertos por país
Katiguriya:Pulitika rakiy (Alimanya)	Categoria:Subdivisões da Alemanha
Katiguriya:Mayu (Rusiya)	Categoria:Rios da Rússia
Plantilla:Ruwaq:ru-1	Predefinição:User ru-1
Katiguriya:Mayu (Buliwya)	Categoria:Rios da Bolívia
Katiguriya:Mayu (Brasil)	Categoria:Rios do Brasil
Katiguriya:Mayu (Sudan)	Categoria:Rios do Sudão
Katiguriya:Mayu (Arhintina)	Categoria:Rios da Argentina
Katiguriya:Mayu (Awstralya)	Categoria:Rios da Austrália
Katiguriya:Mayu (Piruw)	Categoria:Rios do Peru
Katiguriya:Allwiya kamayuqkuna (Mama llaqta)	Categoria:Engenheiros por país
Katiguriya:Ruruchiqkuna (Mama llaqta)	Categoria:Empresários por país
Katiguriya:Hampikamayuq (Mama llaqta)	Categoria:Médicos por país
Plantilla:Ruwaq:zh-1	Predefinição:User zh-1
Katiguriya:Ministru (Mama llaqta)	Categoria:Ministros por país
Katiguriya:Llimphiq (Mama llaqta)	Categoria:Pintores por país
Katiguriya:Kultura (Buliwya)	Categoria:Cultura da Bolívia
Katiguriya:Kultura (Chiksuyu)	Categoria:Cultura da República Checa
Katiguriya:Kultura (Chili)	Categoria:Cultura do Chile
Katiguriya:Sambya	Categoria:Zâmbia
Katiguriya:Pulitiku (Parawayi)	Categoria:Políticos do Paraguai
Katiguriya:Sinigal	Categoria:Senegal
Katiguriya:Pulitika rakiy (Arhintina)	Categoria:Subdivisões da Argentina
Katiguriya:Pulitika rakiy (Indya)	Categoria:Subdivisões da Índia
Katiguriya:Pulitika rakiy (Kulumbya)	Categoria:Subdivisões da Colômbia
Katiguriya:Pulitika rakiy (Piruw)	Categoria:Subdivisões do Peru
Katiguriya:Wat'a (Phinsuyu)	Categoria:Ilhas da Finlândia
Katiguriya:Wayt'ay (Mama llaqta)	Categoria:Natação por país
Katiguriya:Nina urqu (Mama llaqta)	Categoria:Vulcões por país
Katiguriya:Pulitiku (Mama llaqta)	Categoria:Políticos por país
Katiguriya:Allpamanta yachaykuna (Awya Yala)	Categoria:Geografia da América
Katiguriya:Wiñay kawsay (Rusiya)	Categoria:História da Rússia
Katiguriya:Wiñay kawsay (Mishiku)	Categoria:História do México
Katiguriya:Allpamanta yachaykuna (Utah)	Categoria:Geografia do Utah
Katiguriya:Wiñay kawsay (Piruw)	Categoria:História do Peru
Nawta distritu	Nauta (distrito)
Katiguriya:Kurku kallpanchay (Urasuyu)	Categoria:Desporto dos Países Baixos
Katiguriya:Kurku kallpanchay (Hukllachasqa Amirika Suyukuna)	Categoria:Desporto dos Estados Unidos
Katiguriya:Kurku kallpanchay (Ispaña)	Categoria:Desporto da Espanha
Katiguriya:Kurku kallpanchay (Uruwayi)	Categoria:Desporto do Uruguai
Katiguriya:Kurku kallpanchay (Israyil)	Categoria:Desporto de Israel
Katiguriya:Kurku kallpanchay (Ransiya)	Categoria:Desporto da França
Katiguriya:Piluta hayt'ay (Gana)	Categoria:Futebol do Gana
Katiguriya:Sichillakuna	Categoria:Seychelles
Katiguriya:Piluta hayt'ay (Urasuyu)	Categoria:Futebol dos Países Baixos
Katiguriya:Simbabwi	Categoria:Zimbabwe
Katiguriya:Piluta hayt'ay (Brasil)	Categoria:Futebol do Brasil
Katiguriya:Piluta hayt'ay (Uruwayi)	Categoria:Futebol do Uruguai
Katiguriya:Piluta hayt'ay (Italya)	Categoria:Futebol da Itália
Katiguriya:Piluta hayt'ay (Inlatirra)	Categoria:Futebol da Inglaterra
Katiguriya:Piluta hayt'ay (Kulumbya)	Categoria:Futebol da Colômbia
Katiguriya:Allpamanta yachaykuna (Iskusya)	Categoria:Geografia da Escócia
Katiguriya:Allpamanta yachaykuna (Hukllachasqa Qhapaq Suyu)	Categoria:Geografia do Reino Unido
Katiguriya:Allpamanta yachaykuna (Iqiptu)	Categoria:Geografia do Egito
Katiguriya:Allpamanta yachaykuna (Tansanya)	Categoria:Geografia da Tanzânia
Katiguriya:Sumalya	Categoria:Somália
Katiguriya:Chad	Categoria:Chade
Katiguriya:Uganda	Categoria:Uganda
Katiguriya:Chawpi Aphrika Ripuwlika	Categoria:República Centro-Africana
Katiguriya:Mayu (Urasuyu)	Categoria:Rios dos Países Baixos
Katiguriya:Mayu (Rwanda)	Categoria:Rios do Ruanda
Katiguriya:Mayu (Hukllachasqa Amirika Suyukuna)	Categoria:Rios dos Estados Unidos
Katiguriya:Mayu (Burundi)	Categoria:Rios do Burundi
Katiguriya:Mayu (Islandya)	Categoria:Rios da Islândia
Katiguriya:Mayu (Uganda)	Categoria:Rios de Uganda
Katiguriya:Mayu (Iqiptu)	Categoria:Rios do Egito
Katiguriya:Mayu (Tansanya)	Categoria:Rios da Tanzânia
Katiguriya:Mayu (Parawayi)	Categoria:Rios do Paraguai
Katiguriya:Mayu (Unriya)	Categoria:Rios da Hungria
Katiguriya:Wasichay kamayuqkuna (Mama llaqta)	Categoria:Arquitetos por país
Katiguriya:Pulitika rakiy (Brasil)	Categoria:Subdivisões do Brasil
Katiguriya:Pulitika rakiy (Purtugal)	Categoria:Subdivisões de Portugal
Katiguriya:Suyu (Chunwa Runallaqta Republika)	Categoria:Regiões autônomas da República Popular da China
Katiguriya:109 kñ	Categoria:109 a.C.
Katiguriya:11 kñ	Categoria:11 a.C.
Katiguriya:105 kñ	Categoria:105 a.C.
Katiguriya:104 kñ	Categoria:104 a.C.
Katiguriya:103 kñ	Categoria:103 a.C.
Katiguriya:100 kñ	Categoria:100 a.C.
Katiguriya:102 kñ	Categoria:102 a.C.
Katiguriya:117 kñ	Categoria:117 a.C.
Katiguriya:10 kñ	Categoria:10 a.C.
Katiguriya:135 kñ	Categoria:135 a.C.
Katiguriya:12 kñ	Categoria:12 a.C.
Katiguriya:120 kñ	Categoria:120 a.C.
Katiguriya:156 kñ	Categoria:156 a.C.
Katiguriya:13 kñ	Categoria:13 a.C.
Katiguriya:140 kñ	Categoria:140 a.C.
Katiguriya:14 kñ	Categoria:14 a.C.
Katiguriya:168 kñ	Categoria:168 a.C.
Katiguriya:157 kñ	Categoria:157 a.C.
Katiguriya:17 kñ	Categoria:17 a.C.
Katiguriya:16 kñ	Categoria:16 a.C.
Katiguriya:15 kñ	Categoria:15 a.C.
Katiguriya:193 kñ	Categoria:193 a.C.
Katiguriya:189 kñ	Categoria:189 a.C.
Katiguriya:190 kñ	Categoria:190 a.C.
Katiguriya:194 kñ	Categoria:194 a.C.
Katiguriya:Buliwyanu	Categoria:Bolivianos
Katiguriya:196 kñ	Categoria:196 a.C.
Katiguriya:195 kñ	Categoria:195 a.C.
Katiguriya:202 kñ	Categoria:202 a.C.
Katiguriya:1 kñ	Categoria:1 a.C.
Katiguriya:19 kñ	Categoria:19 a.C.
Katiguriya:208 kñ	Categoria:208 a.C.
Katiguriya:205 kñ	Categoria:205 a.C.
Katiguriya:206 kñ	Categoria:206 a.C.
Katiguriya:209 kñ	Categoria:209 a.C.
Katiguriya:207 kñ	Categoria:207 a.C.
Katiguriya:141 kñ	Categoria:141 a.C.
Katiguriya:180 kñ	Categoria:180 a.C.
Katiguriya:183 kñ	Categoria:183 a.C.
Katiguriya:184 kñ	Categoria:184 a.C.
Katiguriya:188 kñ	Categoria:188 a.C.
Katiguriya:Nihunniyuq	Categoria:Japoneses
Katiguriya:18 kñ	Categoria:18 a.C.
Katiguriya:210 kñ	Categoria:210 a.C.
Katiguriya:20 kñ	Categoria:20 a.C.
Katiguriya:211 kñ	Categoria:211 a.C.
Katiguriya:212 kñ	Categoria:212 a.C.
Katiguriya:213 kñ	Categoria:213 a.C.
Katiguriya:214 kñ	Categoria:214 a.C.
Katiguriya:229 kñ	Categoria:229 a.C.
Katiguriya:21 kñ	Categoria:21 a.C.
Katiguriya:248 kñ	Categoria:248 a.C.
Katiguriya:241 kñ	Categoria:241 a.C.
Katiguriya:277 kñ	Categoria:277 a.C.
Katiguriya:289 kñ	Categoria:289 a.C.
Katiguriya:287 kñ	Categoria:287 a.C.
Katiguriya:29 kñ	Categoria:29 a.C.
Katiguriya:2 kñ	Categoria:2 a.C.
Katiguriya:30 kñ	Categoria:30 a.C.
Katiguriya:33 kñ	Categoria:33 a.C.
Katiguriya:Aranwa	Categoria:Teatro
Katiguriya:39 kñ	Categoria:39 a.C.
Katiguriya:3 kñ	Categoria:3 a.C.
Katiguriya:44 kñ	Categoria:44 a.C.
Katiguriya:45 kñ	Categoria:45 a.C.
Katiguriya:Takiq (Mama llaqta)	Categoria:Cantores por país
Katiguriya:Allwiya kamayuqkuna	Categoria:Engenheiros
Katiguriya:50 kñ	Categoria:50 a.C.
Katiguriya:4 kñ	Categoria:4 a.C.
Katiguriya:49 kñ	Categoria:49 a.C.
Katiguriya:51 kñ	Categoria:51 a.C.
Katiguriya:Simikunamanta yachaq	Categoria:Linguistas
Katiguriya:Fauna (Chili)	Categoria:Fauna do Chile
Katiguriya:55 kñ	Categoria:55 a.C.
Katiguriya:59 kñ	Categoria:59 a.C.
Katiguriya:58 kñ	Categoria:58 a.C.
Katiguriya:63 kñ	Categoria:63 a.C.
Katiguriya:Piluta hayt'aq (Alhirya)	Categoria:Futebolistas da Argélia
Katiguriya:Piluta hayt'aq (Hukllachasqa Amirika Suyukuna)	Categoria:Futebolistas dos Estados Unidos
Katiguriya:75 kñ	Categoria:75 a.C.
Katiguriya:74 kñ	Categoria:74 a.C.
Katiguriya:6 kñ	Categoria:6 a.C.
Katiguriya:69 kñ	Categoria:69 a.C.
Katiguriya:70 kñ	Categoria:70 a.C.
Katiguriya:87 kñ	Categoria:87 a.C.
Katiguriya:79 kñ	Categoria:79 a.C.
Katiguriya:80 kñ	Categoria:80 a.C.
Katiguriya:83 kñ	Categoria:83 a.C.
Katiguriya:7 kñ	Categoria:7 a.C.
Katiguriya:88 kñ	Categoria:88 a.C.
Katiguriya:89 kñ	Categoria:89 a.C.
Katiguriya:Piluta hayt'aq (Arhintina)	Categoria:Futebolistas da Argentina
Katiguriya:90 kñ	Categoria:90 a.C.
Katiguriya:91 kñ	Categoria:91 a.C.
Katiguriya:Uma kamayuq (Hukllachasqa Qhapaq Suyu)	Categoria:Primeiros-ministros do Reino Unido
Katiguriya:Piluta hayt'aq (Awstralya)	Categoria:Futebolistas da Austrália
Katiguriya:Piluta hayt'aq (Buliwya)	Categoria:Futebolistas da Bolívia
Katiguriya:Piluta hayt'aq (Brasil)	Categoria:Futebolistas do Brasil
Katiguriya:Piluta hayt'aq (Inlatirra)	Categoria:Futebolistas da Inglaterra
Katiguriya:Philipinakuna	Categoria:Filipinas
Katiguriya:Takiq (Arhintina)	Categoria:Cantores da Argentina
Katiguriya:Takiq (Hukllachasqa Qhapaq Suyu)	Categoria:Cantores do Reino Unido
Katiguriya:Takiq (Shamayca)	Categoria:Cantores da Jamaica
Katiguriya:Takiq (Kulumbya)	Categoria:Cantores da Colômbia
Katiguriya:User nl	Categoria:Usuários nl
Katiguriya:Ruwaq:no	Categoria:Usuários no
Katiguriya:Allwiya kamayuqkuna (Hukllachasqa Amirika Suyukuna)	Categoria:Engenheiros dos Estados Unidos
Katiguriya:Ruwaq:zh-1	Categoria:Usuário zh-1
Katiguriya:Qhapaq (Maruku)	Categoria:Reis de Marrocos
Katiguriya:Qhapaq (Ispaña)	Categoria:Reis de Espanha
Katiguriya:Arminya	Categoria:Arménia
Katiguriya:Butan	Categoria:Butão
Katiguriya:98 kñ	Categoria:98 a.C.
Katiguriya:97 kñ	Categoria:97 a.C.
Plantilla:Country data Antigua and Barbuda	Predefinição:Country data Antígua e Barbuda
Katiguriya:96 kñ	Categoria:96 a.C.
Katiguriya:Aranway pukllaq (Mishiku)	Categoria:Atores do México
Katiguriya:Aranway pukllaq (Suysya)	Categoria:Atores da Suécia
Katiguriya:Aranway pukllaq (Ispaña)	Categoria:Atores da Espanha
Katiguriya:Aranway pukllaq (Hukllachasqa Qhapaq Suyu)	Categoria:Atores do Reino Unido
Katiguriya:Aranway pukllaq (Italya)	Categoria:Atores da Itália
Katiguriya:Aranway pukllaq (Piruw)	Categoria:Atores do Peru
Katiguriya:95 kñ	Categoria:95 a.C.
Katiguriya:Qillqa	Categoria:Escrita
Katiguriya:94 kñ	Categoria:94 a.C.
Katiguriya:Umalliq (Ilanda)	Categoria:Presidentes da Irlanda
Katiguriya:Umalliq (Sudan)	Categoria:Presidentes do Sudão
Katiguriya:Umalliq (Butswana)	Categoria:Presidentes do Botswana
Katiguriya:Umalliq (Burundi)	Categoria:Presidentes do Burundi
Katiguriya:Umalliq (Bilarus)	Categoria:Presidentes da Bielorrússia
Katiguriya:Umalliq (Kartulsuyu)	Categoria:Presidentes da Geórgia
Katiguriya:Kurku kallpanchay (Italya)	Categoria:Desporto da Itália
Katiguriya:93 kñ	Categoria:93 a.C.
Katiguriya:Umalliq (Watimala)	Categoria:Presidentes da Guatemala
Katiguriya:Umalliq (Hurwatsuyu)	Categoria:Presidentes da Croácia
Katiguriya:Umalliq (Madagaskar)	Categoria:Presidentes de Madagáscar
Katiguriya:Uma kamayuq (Albanya)	Categoria:Primeiros-ministros da Albânia
Katiguriya:92 kñ	Categoria:92 a.C.
Katiguriya:Uma kamayuq (Pakistan)	Categoria:Primeiros-ministros do Paquistão
Katiguriya:Uma kamayuq (Bilisi)	Categoria:Primeiros-ministros de Belize
Katiguriya:Uma kamayuq (Hurwatsuyu)	Categoria:Primeiros-ministros da Croácia
Katiguriya:Uma kamayuq (Maruku)	Categoria:Primeiros-ministros do Marrocos
Katiguriya:Sirya	Categoria:Síria
Katiguriya:Wañusqa 1945	Categoria:Mortos em 1945
Katiguriya:Isanka rump'u	Categoria:Basquetebol
Katiguriya:Wañusqa 1963	Categoria:Mortos em 1963
Katiguriya:1833	Categoria:1833
Katiguriya:Bilhikayuq	Categoria:Belgas
Katiguriya:1832	Categoria:1832
Katiguriya:Wañusqa 1930	Categoria:Mortos em 1930
Katiguriya:1822	Categoria:1822
Katiguriya:Llimphiq (Mishiku)	Categoria:Pintores do México
Katiguriya:Pulitiku (Rusiya)	Categoria:Políticos da Rússia
Katiguriya:Nawidad	Categoria:Natal
Katiguriya:1 ñiqin pachakwata	Categoria:Século I
Katiguriya:14 ñiqin pachakwata	Categoria:Século XIV
Katiguriya:Pachakwata	Categoria:Séculos
Katiguriya:13 ñiqin pachakwata	Categoria:Século XIII
Katiguriya:16 ñiqin pachakwata	Categoria:Século XVI
Katiguriya:12 ñiqin pachakwata	Categoria:Século XII
Katiguriya:2 ñiqin pachakwata	Categoria:Século II
Katiguriya:4 ñiqin pachakwata	Categoria:Século IV
Katiguriya:5 ñiqin pachakwata	Categoria:Século V
Katiguriya:18 ñiqin pachakwata	Categoria:Século XVIII
Katiguriya:6 ñiqin pachakwata	Categoria:Século VI
Katiguriya:8 ñiqin pachakwata	Categoria:Século VIII
Katiguriya:Llimphiq (Ransiya)	Categoria:Pintores da França
Katiguriya:4 ñiqin pachakwata kñ	Categoria:Século IV a.C.
Katiguriya:Piruwpa sananchankuna	Categoria:Símbolos do Peru
Katiguriya:Yatana qallwa waqachiq	Categoria:Pianistas
Katiguriya:Barcelona	Categoria:Barcelona
Katiguriya:Pulitiku (Ispaña)	Categoria:Políticos da Espanha
Katiguriya:Takichaq (Rusiya)	Categoria:Compositores da Rússia
Katiguriya:Takichaq (Ransiya)	Categoria:Compositores da França
Katiguriya:Takichaq (Pulunya)	Categoria:Compositores da Polónia
Katiguriya:Takichaq (Alimanya)	Categoria:Compositores da Alemanha
Katiguriya:Takichaq (Hukllachasqa Qhapaq Suyu)	Categoria:Compositores do Reino Unido
Katiguriya:Takichaq (Awstiriya)	Categoria:Compositores da Áustria
Katiguriya:Wasichay kamayuqkuna (Italya)	Categoria:Arquitetos da Itália
Katiguriya:Witnamniyuq	Categoria:Vietnamitas
Katiguriya:Takiq (Ispaña)	Categoria:Cantores da Espanha
Katiguriya:Yatana waqachina	Categoria:Instrumentos com teclas
Katiguriya:Uma kamayuq (Indya)	Categoria:Primeiros-ministros da Índia
Katiguriya:86 kñ	Categoria:86 a.C.
Katiguriya:Kurku kallpanchaq (Ispaña)	Categoria:Desportistas da Espanha
Katiguriya:1829	Categoria:1829
Katiguriya:Kurku kallpanchaq (Brasil)	Categoria:Desportistas do Brasil
Katiguriya:Kurku kallpanchaq (Bilhika)	Categoria:Desportistas da Bélgica
Katiguriya:Gelderland	Categoria:Guéldria
Katiguriya:Qillqaq (Mishiku)	Categoria:Escritores do México
Katiguriya:Qillqaq (Brasil)	Categoria:Escritores do Brasil
Katiguriya:Kurku kallpanchaq (Chunwa)	Categoria:Desportistas da China
Katiguriya:84 kñ	Categoria:84 a.C.
Katiguriya:Kurku kallpanchaq (Kulumbya)	Categoria:Desportistas da Colômbia
Katiguriya:Qillqaq (Awstralya)	Categoria:Escritores da Austrália
Katiguriya:Qillqaq (Burinkin)	Categoria:Escritores de Porto Rico
Katiguriya:Wamani (Arhintina)	Categoria:Províncias da Argentina
Katiguriya:Pruwinsya (Urasuyu)	Categoria:Províncias dos Países Baixos
Katiguriya:Takichaq (Nurwiga)	Categoria:Compositores da Noruega
Katiguriya:Pruwinsya (Piruw)	Categoria:Províncias do Peru
Katiguriya:Takichaq (Italya)	Categoria:Compositores da Itália
Katiguriya:Takichaq (Unriya)	Categoria:Compositores da Hungria
Katiguriya:Ministru (Hukllachasqa Amirika Suyukuna)	Categoria:Membros do Gabinete Executivo dos Estados Unidos
Katiguriya:Pulitiku (Gambya)	Categoria:Políticos da Gâmbia
Katiguriya:Pulitiku (Watimala)	Categoria:Políticos da Guatemala
Katiguriya:Pulitiku (Grisya)	Categoria:Políticos da Grécia
Katiguriya:Pulitiku (Khiniya-Wisaw)	Categoria:Políticos da Guiné-Bissau
Katiguriya:Pulitiku (Namiwya)	Categoria:Políticos da Namíbia
Katiguriya:Pulitiku (Niqirya)	Categoria:Políticos da Nigéria
Katiguriya:Pulitiku (Urin Aphrika)	Categoria:Políticos da África do Sul
