Afrika	África
Enter (razdvojba)	Enter
Đakon	Diácono
André Breton	André Breton
Krivulja	Curva
Pio IV.	Papa Pio IV
Prva knjiga o Makabejcima	I Macabeus
Dvorac Hohenschwangau	Castelo de Hohenschwangau
Provincija Toliara	Toliara (província)
Zastava Bosne i Hercegovine	Bandeira da Bósnia e Herzegovina
Eusébio	Eusébio
Vanilija	Vanilla
Grb Albanije	Brasão de armas da Albânia
Zastava Etiopije	Bandeira da Etiópia
Fresh Fruit for Rotting Vegetables	Fresh Fruit for Rotting Vegetables
Feliks IV.	Papa Félix IV
Miltijad, papa	Papa Melquíades
Benedikt VIII.	Papa Bento VIII
Westland Lynx	Westland Lynx
Vodenjak (znak)	Aquário (astrologia)
Gelazije I.	Papa Gelásio I
Novoplatonizam	Neoplatonismo
Mezosfera (dio atmosfere)	Mesosfera
Nicki Minaj	Nicki Minaj
Ionosfera	Ionosfera
Heroj	Herói
Therion	Therion
Prva bitka kod El Alameina	Primeira Batalha de El Alamein
Terminator (1984.)	The Terminator
Jefferson Davis	Jefferson Davis
Virusna hemoragijska groznica	Febre hemorrágica viral
Higijena	Higiene
Reichsführer	Reichsführer-SS
Rimsko pravo	Direito romano
Internacionalni stil	International style
Crvena Sonja	Red Sonja
Jane Grey	Joana Grey
Čarobnice	Charmed
Gramatički rod	Gênero gramatical
Tony Curtis	Tony Curtis
Arrival (album sastava ABBA)	Arrival
Praško proljeće	Primavera de Praga
1. FC Tatran Prešov	1. FC Tatran Prešov
Alahabad	Allahabad
1. FK Příbram	1. FK Příbram
Maamme	Maamme
Angleton (Teksas)	Angleton
Colin Firth	Colin Firth
Merkantilizam	Mercantilismo
Talir	Táler
Pervij divizion FNL	Primeira Divisão Russa
Mehmed VI.	Mehmed VI
Onkologija	Oncologia
Ultrazvuk	Ultrassom
Zosim	Papa Zósimo
Holly Marie Combs	Holly Marie Combs
Dream Theater	Dream Theater
Pelagije	Pelágio da Bretanha
Ramena kost	Úmero
Prva hrvatska nogometna liga	Prva HNL
Endokrinologija	Endocrinologia
Španjolske pokrajine	Províncias da Espanha
Simon Cowell	Simon Cowell
Akademija	Academia
E-40	E-40
József Mindszenty	József Mindszenty
Neurotransmiter	Neurotransmissor
Pobuna Nika	Revolta de Nika
Vid	Percepção visual
Murom	Murom
Alge kremenjašice	Diatomácea
Velika Gospa	Assunção de Maria
Zastava Jemena	Bandeira do Iémen
Jean-Bédel Bokassa	Jean-Bédel Bokassa
Neoliberalizam	Neoliberalismo
Javor žestilj	Acer tataricum
Hrabro srce	Braveheart
Gubari	Lymantriidae
Angara	Rio Angara
Maginotova linija	Linha Maginot
Sophie Marceau	Sophie Marceau
Dlanovnik	Personal digital assistant
Zastava Iraka	Bandeira do Iraque
Zastava Tunisa	Bandeira da Tunísia
Pegaz	Pégaso
Sveti gral	Santo Graal
Katarina Aragonska	Catarina de Aragão
Atlas (kartografija)	Atlas (cartografia)
Negev	Neguev
Sonthofen	Sonthofen
Asklepijeva sirištara	Gentiana asclepiadea
Sarmati	Sármatas
Nitroglicerin	Nitroglicerina
Mauzolej	Mausoléu
Euklidska geometrija	Geometria euclidiana
Xanten	Xanten
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Krestušac	Polygala vulgaris
Potkovnjaci	Phoronida
Elektrolit	Eletrólito
Pečat	Sinete
Mejoza	Meiose
Dijakritički znakovi	Diacrítico
Denver Nuggets	Denver Nuggets
Blake Lively	Blake Lively
Eutihijan	Papa Eutiquiano
Zastava Crne Gore	Bandeira do Montenegro
Cleveland Cavaliers	Cleveland Cavaliers
Zastava Kambodže	Bandeira do Camboja
Zastava Kube	Bandeira de Cuba
Masai	Masai
Psiho (1960.)	Psycho
Thomas Linke	Thomas Linke
I. liga (Poljska)	Campeonato Polonês de Futebol (2ª divisão)
Škoda Fabia	Škoda Fabia
Roland Matthes	Roland Matthes
Katul	Catulo
Petrologija	Petrologia
Michael Polanyi	Michael Polanyi
Marguerite Yourcenar	Marguerite Yourcenar
Akron, Ohio	Akron (Ohio)
Vehabizam	Wahhabismo
Running Wild	Running Wild
Difuzija	Difusão molecular
Eva Longoria	Eva Longoria
Hersonska oblast	Oblast de Kherson
Premosnici	Tuatara
Hugh Grant	Hugh Grant
Stranac (roman)	O Estrangeiro (livro)
Turingov stroj	Máquina de Turing
Legija	Legião romana
Des Moines (Washington)	Des Moines (Washington)
Mondragon (zadruga)	Corporação Mondragon
Kanaan	Canaã
Zastava Republike Kongo	Bandeira da República do Congo
Tesla	Tesla (unidade)
Henri	Henry (unidade)
Ezra Pound	Ezra Pound
POP3	Post Office Protocol
Firework	Firework
William Bradford Shockley	William Bradford Shockley
Istočnosibirsko more	Mar Siberiano Oriental
Zisis Vryzas	Zisis Vryzas
Prolog (programski jezik)	Prolog
Charlotte Bobcats	Charlotte Hornets
Sidon	Sídon
Simfonija br. 1 (Beethoven)	Sinfonia n.º 1 (Beethoven)
Kapetan bojnog broda	Capitão de mar e guerra
Siksto IV.	Papa Sisto IV
Nacionalni park Isle Royale	Parque Nacional de Isle Royale
Soccer City	Soccer City
Austrijska nogometna reprezentacija	Seleção Austríaca de Futebol
Irska nogometna reprezentacija	Seleção Irlandesa de Futebol
Crna knjiga (2006.)	Zwartboek
Nemanja Vidić	Nemanja Vidić
Moi Dix Mois	Moi Dix Mois
Angkor	Angkor
Counter-Strike	Counter-Strike
Etiopski jezici	Línguas semíticas etiópicas
Broć	Rubia tinctorium
Ramenskoje	Ramenskoie
NGC 1748	NGC 1748
Ljutice	Viperidae
José Manuel Reina	Pepe Reina
Bazilika	Basílica
Psihološki rat	Guerra psicológica
Legija časti	Ordem Nacional da Legião de Honra
Satiri	Sátiro
Sveučilišni prvostupnik	Bacharelato
Neprofitne organizacije	Organização sem fins lucrativos
Felix Salten	Felix Salten
Zastava Mjanmara	Bandeira de Mianmar
Rog (glazbalo)	Trompa
Jujutsu	Jiu-jitsu
St Peter's College, Auckland	St Peter's College, Auckland
Prvenstvo Jugoslavije u nogometu	Campeonato Iugoslavo de Futebol
Benedikt II.	Papa Bento II
Kapetan Flint	Capitão J. Flint
Valenciennes	Valenciennes
Heil dir im Siegerkranz	Heil dir im Siegerkranz
Volvo	Volvo
Dinastija Komnen	Dinastia comnena
Silicijska dolina	Vale do Silício
Sintesajzer	Sintetizador
Zastava Srbije	Bandeira da Sérvia
Kópavogur	Kópavogur
Skorbut	Escorbuto
Vitez tame	The Dark Knight
Carcharodon megalodon	Carcharodon megalodon
Rat u Sloveniji	Guerra dos Dez Dias
Pisanica	Ovo de Páscoa
Bartolomejska noć	Massacre da noite de São Bartolomeu
Sveti Franjo Ksaverski	Francisco Xavier
Adonis	Adônis
Kominterna	Comintern
Nazranj	Nazran
Druzi	Drusos
Rafael van der Vaart	Rafael van der Vaart
Timus	Timo
Arch Enemy	Arch Enemy
Mekača	Malaxis
Emirates Stadium	Emirates Stadium
Aleksandar Borodin	Aleksandr Borodin
Bik (znak)	Touro (astrologia)
Stadion Santiago Bernabéu	Estádio Santiago Bernabéu
Josep Guardiola	Josep Guardiola
Alexander Pope	Alexander Pope
Frankfurtski metro	Metro de Frankfurt
Čestoslavica	Veronica beccabunga
Podzemna željeznica München	Metro de Munique
Tiananmenski trg	Praça da Paz Celestial
Helena (mitologija)	Helena (mitologia)
Otrantska vrata	Estreito de Otranto
Meksička nogometna reprezentacija	Seleção Mexicana de Futebol
TiK ToK	Tik Tok
Genijalni um (2001.)	Uma Mente Brilhante (filme)
Farah Pahlavi	Farah Pahlavi
Mark Wahlberg	Mark Wahlberg
Općina Bloke	Bloke
Nogometna reprezentacija SAD-a	Seleção de Futebol dos Estados Unidos
Protektorat	Protetorado
Sumrak	Crepúsculo
Tamaris	Tamarix
Boltorn	Bolthorn
Phoenix Suns	Phoenix Suns
Lavovska oblast	Oblast de Lviv
Muzikologija	Musicologia
Ratno novinarstvo	Correspondente de guerra
Kansai, regija	Região de Kansai
Mer Hayrenik	Mer Hayrenik
Topološka dimenzija	Dimensão topológica
Jarac (znak)	Capricórnio
Sveti Joakim i Ana	Santa Ana
Binarna operacija	Operação binária
Kosinusni poučak	Lei dos cossenos
Iglun	Espadarte
Shinkansen	Shinkansen
Mađarska revolucija 1956.	Revolução Húngara de 1956
Gerhard Richter	Gerhard Richter
Iskustvo	Experiência (filosofia)
Hipotalamus	Hipotálamo
Električni kapacitet	Capacitância
Simon Newcomb	Simon Newcomb
Malahit	Malaquita
Galerija	Galeria (arquitetura)
Cúige Chonnacht	Connacht
Funk	Funk
Rossovo more	Mar de Ross
Arcangelo Corelli	Arcangelo Corelli
Ava Gardner	Ava Gardner
Herlev (općina)	Herlev
Svežderi	Omnívoro
George Best	George Best
Steve Darcis	Steve Darcis
Mobutu Sese Seko	Mobutu Sese Seko
Zašto nisam kršćanin	Why I Am Not a Christian
Alfredo Di Stéfano	Alfredo Di Stéfano
Sergio Leone	Sergio Leone
Subjekt	Sujeito
Zastava Demokratske Republike Kongo	Bandeira da República Democrática do Congo
Njemačka košarkaška reprezentacija	Seleção Alemã de Basquetebol Masculino
Politička ljevica	Esquerda política
Earth Song	Earth Song
Curry	Caril
The Fame Monster	The Fame Monster
Born This Way	Born This Way
Majuška	Centunculus minimus
Virtual Boy	Virtual Boy
Apsces	Abscesso
Plagijat	Plágio
Arapski jezici	Línguas semíticas centro-meridionais
100 000 000 Fans Cant Be Wrong	100,000,000 Bon Jovi Fans Can't Be Wrong
Danci	Dinamarqueses
Charles Cornwallis	Charles Cornwallis, 1.º Marquês Cornwallis
Olga Kurylenko	Olga Kurylenko
Mohammed Amin al-Husseini	Amin al-Husayni
Utrka na 100 m	100 metros rasos
Aleksander Aleksandrovič Blok	Aleksandr Blok
Druga marokanska kriza	Crise de Agadir
Mikrolit	Micrólito
Ashton Kutcher	Ashton Kutcher
Paulo Freire	Paulo Freire
Simbolizam	Simbolismo
Woodstock	Festival de Woodstock
Q groznica	Febre Q
Gagauzija	Gagaúzia
Girolamo Savonarola	Girolamo Savonarola
Grb Estonije	Brasão de armas da Estônia
Dinastija	Dinastia
Gospodar prstenova: Dvije kule	O Senhor dos Anéis: As Duas Torres
Oliver Twist	Oliver Twist
Carl Spitzweg	Carl Spitzweg
NGC 178	NGC 178
Galipoljska bitka	Campanha de Galípoli
Astrolab	Astrolábio
Franjevci	Ordem dos Frades Menores
Ibrahim Afellay	Ibrahim Afellay
Wangen im Allgäu	Wangen (Alemanha)
Nika	Nice (mitologia)
Bakteriofag	Fago
Vojvodina Parma	Ducado de Parma e Placência
Staklenik	Estufa
Holodomor	Holodomor
Bajke Barda Beedlea	Os Contos de Beedle, o Bardo
Dvorac Miramare	Castelo de Miramare
Paralaksa	Paralaxe
Angry Birds	Angry Birds
Mozambički kanal	Canal de Moçambique
Košnica	Colmeia
Kokice	Pipoca
Konji	Equidae
Plaštenjaci	Urochordata
Javier Hernández	Javier Hernández
THW Kiel	Turnverein Hassee-Winterbek
Gušavost	Bócio
Švapski rat	Guerra dos Suabos
Trešnja	Prunus avium
Švicarska nogometna reprezentacija	Seleção Suíça de Futebol
Hrast lužnjak	Carvalho-roble
Kraljevina Sardinija	Reino da Sardenha
Europa (mitologija)	Europa (mitologia)
Šveđani	Suecos
Avenged Sevenfold	Avenged Sevenfold
API	Interface de programação de aplicações
Cirenaika	Cirenaica
Mérida, Yucatán	Mérida (México)
100-ih	Década de 100
Robert Downey Jr.	Robert Downey, Jr.
Zastava Saveza Sovjetskih Socijalističkih Republika	Bandeira da União Soviética
Mrežna kartica	Placa de rede
Bosanci i Hercegovci	Bósnios
100-ih pr. Kr.	Década de 100 a.C.
Lope de Vega	Félix Lope de Vega
Jacques Prévert	Jacques Prévert
Štuka	Esox lucius
Luj VIII., kralj Francuske	Luís VIII de França
Tri kraljevstva Koreje	Três Reinos da Coreia
Hiperbola (krivulja)	Hipérbole
Zračni hokej	Hóquei de ar
Tikva	Abóbora
Nejednadžba	Desigualdade
Zločin i kazna	Crime e Castigo
Osteoporoza	Osteoporose
Bojan Vručina	Bojan Vručina
Kermanska pokrajina	Kerman (província)
Torpedo	Torpedo
Prijevoj	Apofonia
Badakhšan (afganistanska provincija)	Badakhshan (província)
Gosford Park (2001.)	Gosford Park
Eduardo Paolozzi	Eduardo Paolozzi
Sumamed	Azitromicina
Mainau	Ilha Mainau
Periferija Zapadna Makedonija	Macedônia Ocidental
Bajkonur (grad)	Baikonur
Hedeby	Hedeby
Ivan Stepanovič Mazepa	Ivan Mazepa
Pleven	Pleven
Jacqueline Kennedy Onassis	Jacqueline Kennedy Onassis
Francistown	Francistown
Sremza	Prunus padus
Bitka kod Lepanta	Batalha de Lepanto
Grb Francuske	Brasão de armas da França
Rasplinjač	Carburador
Asemblerski jezik	Assembly
Dhaulagiri	Dhaulagiri
Tikrit	Tikrit
Laurean Rugambwa	Laurean Rugambwa
Satu Mare (županija)	Satu Mare (distrito)
Jimmy Page	Jimmy Page
Komutativnost	Comutatividade
Sveti Patrik	Patrício da Irlanda
Veliki sundski otoci	Grandes Ilhas da Sonda
Ahmet Necdet Sezer	Ahmet Necdet Sezer
Nut	Nut
Schrödingerova jednadžba	Equação de Schrödinger
Zastava Gvineje	Bandeira da Guiné
Barun	Barão
Grb Rusije	Brasão de armas da Rússia
Argonauti	Argonautas
Kornelia Ender	Kornelia Ender
Ewan McGregor	Ewan McGregor
Stefan Wyszyński	Stefan Wyszynski
Tobey Maguire	Tobey Maguire
Memphis Grizzlies	Memphis Grizzlies
Carlo Goldoni	Carlo Goldoni
Zastava Venezuele	Bandeira da Venezuela
Zastava Ekvadora	Bandeira do Equador
Zastava Kuvajta	Bandeira do Kuwait
Pješački jurišni znak	Distintivo da infantaria de assalto
Zastava Omana	Bandeira de Omã
Zastava Mongolije	Bandeira da Mongólia
Robert Edward Lee	Robert E. Lee
Bonifacije IX.	Papa Bonifácio IX
Ivan XXII.	Papa João XXII
Anabaptizam	Anabatista
Cassini-Huygens	Cassini-Huygens
Leukip	Leucipo
Priručna memorija	Cache
Kola (poluotok)	Península de Kola
Moment inercije	Momento de inércia
Zastava Kirgistana	Bandeira do Quirguistão
Paul Landers	Paul Landers
Ekološka poljoprivreda	Agricultura orgânica
Fanny i Alexander	Fanny e Alexander
Ksilofon	Xilofone
Ljudski kapital	Capital humano
Valerij Abisalovič Gergijev	Valery Gergiev
Skok u vis	Salto em altura
Zvjezdani ratovi I: Fantomska prijetnja	Star Wars Episódio I: A Ameaça Fantasma
Pfennig	Pfennig
Balkanski ratovi	Guerras dos Balcãs
Aforizam	Aforismo
Mercury Records	Mercury Records
Der er et yndigt land	Der er et yndigt land
Grb Ujedinjenog Kraljevstva	Real brasão de armas do Reino Unido
Lobatse	Lobatse
Penelopa	Penélope
Zastava Srednjoafričke Republike	Bandeira da República Centro-Africana
Britanski Antarktički teritorij	Território Antártico Britânico
Edmund Burke	Edmund Burke
Kvenski finski	Kven
Geocentrični sustav	Geocentrismo
Zastava Čada	Bandeira do Chade
Spašavanje vojnika Ryana	O Resgate do Soldado Ryan
Zastava Namibije	Bandeira da Namíbia
Giorgos Seferis	Giórgos Seféris
Limnologija	Limnologia
Harem	Harém
Kraljevske zračne snage	Força Aérea Real
Zastava Bruneja	Bandeira do Brunei
Luj VI., kralj Francuske	Luís VI de França
Emaus	Emaús
Vukašin Brajić	Vukašin Brajić
Zastava Kenije	Bandeira do Quénia
Usher	Usher
StarCraft	StarCraft
Gamla Ullevi	Estádio Gamla Ullevi
Glad	Fome
Špijunaža	Espionagem
North West (Južnoafrička Republika)	Noroeste (África do Sul)
Plastid	Plastídeo
Manco Cápac	Manco Capac
Isidor Isaac Rabi	Isidor Isaac Rabi
Zaslon osjetljiv na dodir	Ecrã tátil
Stepski sokol	Falcão-sacre
Sveučilište u Beču	Universidade de Viena
Bajazid II.	Bayezid II
Ksenofobija	Xenofobia
Veduta	Veduta
The Washington Post	The Washington Post
Ampermetar	Amperímetro
Svjetski dan knjige i autorskih prava	Dia Internacional do Livro
Jules Mazarin	Jules Mazarin
Komsomol	Komsomol
Camillo Benso di Cavour	Camilo Benso, conde de Cavour
Sacramento Kings	Sacramento Kings
Savez Rusije i Bjelorusije	União da Rússia e Bielorrússia
Arhiv	Arquivo
Svjetsko prvenstvo u nogometu - SR Njemačka 1974.	Copa do Mundo FIFA de 1974
Izvršni softver	Software aplicativo
Dužina	Segmento de reta
Mestor (Perzejev)	Mestor (filho de Perseu)
Terry Jones	Terry Jones (ator)
Onega	Lago Onega
Zlatna lopta France Footballa	Ballon d'Or
France 24	France 24
Poljska nogometna reprezentacija	Seleção Polonesa de Futebol
Zaraza	Infecção
Ugo Foscolo	Ugo Foscolo
Astenosfera	Astenosfera
Batman: Početak	Batman Begins
Geoffrey Rush	Geoffrey Rush
Zračna luka Madrid-Barajas	Aeroporto de Madrid-Barajas
Teorija kaosa	Teoria do caos
My Belarusy	Hino Nacional da República da Bielorrússia
Mu isamaa, mu õnn ja rõõm	Mu isamaa, mu õnn ja rõõm
Cachoeira do Sul	Cachoeira do Sul
Emir	Emir
Daniel Day-Lewis	Daniel Day-Lewis
Europska radiodifuzijska unija	União Europeia de Radiodifusão
Gnajs	Gnaisse
Fox Broadcasting Company	Fox Broadcasting Company
CMYK	CMYK
Snježna burnica	Pagodroma nivea
Zvijeri južnih divljina (2012.)	Beasts of the Southern Wild
St. Kilda	Saint Kilda
Sedam smrtnih grijeha	Pecado capital
Sammir	Jorge Samir Cruz Campos
Bolgatanga	Bolgatanga
Brzina oslobađanja	Velocidade de escape
Međunarodni odnosi	Relações internacionais
EFTA	Associação Europeia de Livre Comércio
Ornella Muti	Ornella Muti
Zalazak sunca	Pôr do sol
Kondenzacija	Condensação
Fovizam	Fauvismo
Slijev	Bacia hidrográfica
Ramsay MacDonald	Ramsay MacDonald
Zakon ponude i potražnje	Lei da oferta e da procura
Vinička oblast	Oblast de Vinnitsa
Postimpresionizam	Pós-impressionismo
Herbert Henry Asquith	Herbert Henry Asquith
Licinije Cezar	Licínio II
Močvara	Pântano
Nadglednik (1916.)	The Floorwalker
Parlamentarni sustav	Parlamentarismo
Uskličnik	Ponto de exclamação
Belgijska nogometna reprezentacija	Seleção Belga de Futebol
Biatlon	Biatlo
Pallasova mačka	Felis manul
Grgeč	Perca fluviatilis
Cisterciti	Ordem de Cister
Crescent City (Kalifornija)	Crescent City (Califórnia)
Sveti Izidor Seviljski	Isidoro de Sevilha
Vojvoda	Duque
Don't Give Me Names	Don't Give Me Names
Tesalija	Tessália
IMAP	Internet Message Access Protocol
Enckeov komet	Cometa Encke
Nad Tatrou sa blýska	Nad Tatrou sa blýska
Delvinski distrikt	Delvinë (distrito)
Šat al-Arab	Chatt al-Arab
John Obi Mikel	John Obi Mikel
Popis stanovništva SAD 2000.	Censo dos Estados Unidos de 2000
Općina Zavrč	Zavrč
Zagros	Cordilheira de Zagros
Basse-Terre	Basse-Terre
Korporacija	Corporação
Grgur IV.	Papa Gregório IV
Siksto III.	Papa Sisto III
Eero Saarinen	Eero Saarinen
Molotovljev koktel	Coquetel molotov
Eger (grad u Mađarskoj)	Eger
Zastava Makedonije	Bandeira da República da Macedónia
NFL sezona 1930.	Temporada de 1930 da National Football League
Riblja čorba	Riblja Čorba
Stereotip	Estereótipo
Marble Falls (Teksas)	Marble Falls
National Geographic Society	National Geographic Society
Eurocopter Cougar	Eurocopter AS532 Cougar
Hallsteinova doktrina	Doutrina Hallstein
Amin	Amina
Vaslui (županija)	Vaslui (distrito)
Katedrala u Hildesheimu	Catedral de Santa Maria
Nicklas Bendtner	Nicklas Bendtner
Aneksijska kriza	Crise bósnia
Portland Trail Blazers	Portland Trail Blazers
Žig	Marca registrada
Aero L-29 Delfín	Aero L-29 Delfin
Antonio Di Natale	Antonio Di Natale
Dornier Do 335	Dornier Do 335
MT-LB	MT-LB
Patrick Owomoyela	Patrick Owomoyela
Jabučno vino	Sidra
Dualizam (religija)	Dualismo
Altruizam	Altruísmo
Staklenički plinovi	Gases do efeito estufa
Botanički vrt	Jardim botânico
Dvojenoge	Diplópode
Feromoni	Feromônio
Marija Karađorđević	Maria da Jugoslávia
Kragujevac	Kragujevac
Balkanski pakt	Entente dos Balcãs
Mladen Krstajić	Mladen Krstajić
Investitura	Investidura
František Kupka	František Kupka
Hrvati	Croatas
Ephraim Kishon	Ephraim Kishon
Šakal (1997.)	O Chacal
AMX-30	AMX-30
Milan Nedić	Milan Nedić
Barbie	Barbie
Svjetsko prvenstvo u rukometu - SR Njemačka 1961.	Campeonato Mundial de Handebol Masculino de 1961
Beat (grupa)	Beat (banda)
Prva marokanska kriza	Primeira Crise do Marrocos
Rimski ugovori (1957.)	Tratado de Roma (1957)
Umjereni pojas	Clima temperado
Jacques Rivette	Jacques Rivette
Sveti Antun Padovanski	Santo António de Lisboa
Meg Ryan	Meg Ryan
Bitumen	Betume
Jon Voight	Jon Voight
Eredivisie	Eredivisie
Lucio Dalla	Lucio Dalla
Gitega	Gitega (cidade)
Femme Fatale (Britney Spears)	Femme Fatale (álbum)
Optičko prepoznavanje znakova	Reconhecimento ótico de caracteres
Xing Yi Quan	Hsing-i chuan
Eugen IV.	Papa Eugênio IV
Vaterpolo na OI 1960.	Polo aquático nos Jogos Olímpicos de Verão de 1960
Mihail Kalašnjikov	Mikhail Kalashnikov
Zastava Moldavije	Bandeira da Moldávia
Auxerre	Auxerre
Mljekarica (Vermeer)	A Leiteira
Eugen III.	Papa Eugênio III
Rahat (Izrael)	Rahat (Israel)
Perestrojka	Perestroika
Paris	Páris
Frans Hals	Frans Hals
Glavni tajnik NATO-a	Secretário-geral da Organização do Tratado do Atlântico Norte
Liepāja	Liepāja
Senzori	Sensor
Jabna	Yavne
Janus (mitologija)	Jano
Nicole Scherzinger	Nicole Scherzinger
Jurski park (1993.)	Jurassic Park (filme)
Dolomit	Dolomita
Ugljikov ciklus	Ciclo do carbono
William Makepeace Thackeray	William Makepeace Thackeray
Talijanski neorealizam	Neorrealismo italiano
Zawisza Bydgoszcz	Zawisza Bydgoszcz
Karlo V., kralj Francuske	Carlos V de França
Edinson Cavani	Edinson Cavani
Ravnokrilci	Orthoptera
Lav Jašin	Lev Yashin
Domenico Scarlatti	Domenico Scarlatti
Čakovec	Čakovec
Konjunktivitis	Conjuntivite
Zaz (pjevačica)	Zaz (cantora)
Geber	Geber
Mladenovac (općina)	Mladenovac
Volinjska oblast	Oblast de Volínia
Černigivska oblast	Oblast de Chernigov
Burka	Burca
Svjetski dan zaštite životinja	Dia Mundial dos Animais
Majoneza	Maionese
Kalamata	Calamata
Odbjegli planet	Planeta interestelar
Djed i baka	Avós
Grb Fidžija	Brasão de armas das Fiji
Serotonin	Serotonina
Biodizel	Biodiesel
Inocent IX.	Papa Inocêncio IX
BRDM-2	BRDM-2
Skunk Anansie	Skunk Anansie
Transpiracija	Transpiração
Tai Chi Chuan	Tai chi chuan
Dizalo Santa Justa	Elevador de Santa Justa
Roman Pavljučenko	Roman Pavlyuchenko
Amélie Nothomb	Amélie Nothomb
Zbigniew Brzezinski	Zbigniew Brzezinski
Craiova	Craiova
Bilo jednom na Divljem zapadu	C'era una volta il West
Black and Yellow	Black and Yellow
Internetski forum	Fórum de discussão
Hebron	Hebrom
Ptolemej I. Soter	Ptolemeu I Sóter
Sueski zaljev	Golfo de Suez
Dušan	Dušan
Christian Panucci	Christian Panucci
Arkebuza	Arcabuz
Rožnica	Córnea
Bjelobog	Belbog
Joshua Tree (Kalifornija)	Joshua Tree (Califórnia)
Alpski kozorog	Íbex
Biheviorizam	Behaviorismo
CAF	Confederação Africana de Futebol
Vitória	Vitória (Espírito Santo)
Universal Studios	Universal Studios
Rumunjska nogometna reprezentacija	Seleção Romena de Futebol
Kratkovidnost	Miopia
Nestorijanstvo	Nestorianismo
Hapax legomenon	Hápax
Dvodihalice	Dipnoicos
Sidro	Âncora
Geb	Geb
Donjosaksonski jezik	Baixo saxão
Jean-Victor Poncelet	Jean-Victor Poncelet
Sjenice	Paridae
Chiara Lubich	Chiara Lubich
Santiago Calatrava	Santiago Calatrava
Daniele De Rossi	Daniele De Rossi
Divlja grlica	Rola-comum
Uruk	Uruk
Yelawolf	Yelawolf
Roger Milla	Roger Milla
Lupe Fuentes	Lupe Fuentes
Falus	Falo
Svjetsko momčadsko prvenstvo u tenisu	World Team Cup
Schoolboy Q	Schoolboy Q
Ljestve	Escada de mão
Šopron	Sopron
Hargeisa	Hargeisa
Franz Xaver Winterhalter	Franz Xaver Winterhalter
Dobrič	Dobrich
Gerberga od Saske	Gerberga da Saxônia
Sup starješina	Abutre-preto
Tvrtka	Firma
Viktor Emanuel II.	Vítor Emanuel II da Itália
Jean-Pierre Melville	Jean-Pierre Melville
Eksponencijalna funkcija	Função exponencial
Zatvor Spandau	Prisão de Spandau
Lhotse	Lhotse
Masudi	Al-Masudi
Plinije Mlađi	Plínio, o Jovem
Zastava Kosova	Bandeira do Kosovo
Krstarica Aurora	Aurora (cruzador)
Tambora	Monte Tambora
Faye Dunaway	Faye Dunaway
Emma Thompson	Emma Thompson
Robert Frost	Robert Frost
Himni i Flamurit	Hymni i Flamurit
Valentin, papa	Papa Valentino
Vigilije	Papa Vigílio
Ivan II., papa	Papa João II
Juan Manuel Mata	Juan Mata
Simplicije	Papa Simplício
Nilski krokodil	Crocodilo-do-nilo
Sekretar	Sagittarius serpentarius
Sveučilište Duke	Universidade Duke
Liv Tyler	Liv Tyler
Mehmed I.	Maomé I, o Amável
Ibrahim I.	Ibrahim I
Tobolsk	Tobolsk
Cabinda	Cabinda (província)
Duhovnost	Espiritualidade
Anafilaksija	Anafilaxia
Proroci u islamu	Profetas do islão
Sari (grad)	Sari
Zvjezdana skupina	Aglomerado estelar
Brittany Murphy	Brittany Murphy
Waterville (Washington)	Waterville (Washington)
Cathlamet (Washington)	Cathlamet
Černjivecka oblast	Oblast de Chernivtsi
Eskişehir	Eskişehir
Asotin (Washington)	Asotin
Maceió	Maceió
Kulturna regija	Geografia cultural
Grb Azerbajdžana	Brasão de armas do Azerbaijão
Tur	Auroque
Zastava Sijera Leonea	Bandeira da Serra Leoa
Zastava Komora	Bandeira das Comores
Zastava San Marina	Bandeira de San Marino
Zastava Malezije	Bandeira da Malásia
Zastava Paname	Bandeira do Panamá
Semnanska pokrajina	Semnan (província)
Torquato Tasso	Torquato Tasso
Orao krstaš	Águia-imperial-oriental
Požar	Incêndio
Statika	Estática
Neftis	Néftis
Zdeněk Zeman	Zdeněk Zeman
Frank Rijkaard	Frank Rijkaard
Pandžab	Panjabe
Nara (Japan)	Nara (cidade)
Miami Heat	Miami Heat
10cc	10cc
Alexandre Dumas (sin)	Alexandre Dumas, filho
Washington Wizards	Washington Wizards
Cabo da Roca	Cabo da Roca
Pučki pravobranitelj	Ombudsman
Zastava Belizea	Bandeira de Belize
10-ih pr. Kr.	Década de 10 a.C.
Diskriminacija	Discriminação
Zdravljica	Zdravljica
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band
Razi	Rasis
Protagora	Protágoras
Doboj	Doboj
Tuga	Tristeza
Mauri	Mouros
Sargaško more	Mar dos Sargaços
Inocent VI.	Papa Inocêncio VI
Zombie	Zombie (canção)
Benedikt XI.	Papa Bento XI
Urban IV.	Papa Urbano IV
Johann Friedrich Overbeck	Johann Friedrich Overbeck
Gvanin	Guanina
Ana Katarina Emerih	Anna Catarina Emmerich
Vodikova veza	Ligação de hidrogênio
Owen Willans Richardson	Owen Willans Richardson
Glencore International AG	Glencore
Mrežnica (oko)	Retina
Zeami	Zeami
Stratovulkan	Estratovulcão
Carl David Anderson	Carl David Anderson
Nagasaki, prefektura	Nagasaki (província)
Abolicionisti	Abolicionismo
ENIAC	ENIAC
