Afraga	África
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
Auburn, Calafòrnia	Auburn (Califórnia)
Auburn, Maine	Auburn (Maine)
Springs	Springs (África do Sul)
Ceannardan na Spàinne	Lista de presidentes do Governo da Espanha
Fara, Sealltainn	Ilha de Fair
Òrdag-coise	Hálux
Darrell Dexter	Darrell Dexter
Dasht-e Lut	Dasht-e Lut
Southaven, Mississippi	Southaven
Cas-gwent	Chepstow
Sgioba nàiseanta rugbaidh Chanada	Seleção Canadense de Rugby Union
Girardota	Girardota
Bus	Bus
Willows, Calafòrnia	Willows
Klaipėda	Klaipėda
Pàirc Thanachais	Tannadice Park
Auskerry	Auskerry
Roinn Rianachdail Shònraichte Sluagh-Phoblachd na Sìne	Região administrativa especial
Dùn-gainmhich Tottori	Dunas de Tottori
Lebanon County, Pennsylvania	Condado de Lebanon
Na h-Eileanan Cròlainneach	Ilhas Crowlin
Siorrachd Cheann Rois	Kinross-shire
Moguer	Moguer
Siorrachd Bhearaig	Berwickshire
Am Baile Sear	Baleshare
Bealltainn	Beltane
Baile Eighe	Castelo de Ayton
Azinhaga	Azinhaga (Golegã)
BBC Radio 2	BBC Radio 2
BBC Radio 1	BBC Radio 1
BBC Radio 4	BBC Radio 4
Fàsach Cholistan	Deserto de Cholistão
Baja California	Deserto da Baja California
Blaenafon	Blaenavon
Bealach Cláir	Ballyclare
An Baile Meánach	Ballymena
Allt a' Bhonnaich	Bannockburn (Escócia)
Bun-craoibhe	Cepo
Fàsach Bhayuda	Deserto de Bayuda
Siontò	Xintoísmo
Beaufort, Carolina a Deas	Beaufort (Carolina do Sul)
Bròg-cleasachd	Tênis (vestuário)
Bella Vista, Arkansas	Bella Vista (Arkansas)
Bello	Bello (Antioquia)
Quibdó	Quibdó
Ceimigearan Ainmeil	Lista de químicos
Bentonville, Arkansas	Bentonville
Klickitat County, Washington	Condado de Klickitat
York, Pennsylvania	York (Pensilvânia)
Sgioba nàiseanta rugbaidh na Cuimrigh	Seleção Galesa de Rugby Union
Riohacha (baile)	Riohacha
Bert Weedon	Bert Weedon
Dubhadh-grèine	Filtro solar
Tinbheal	Tynwald
Bearaig	Berwick
Bono	Bono Vox
Broken Arrow, Oklahoma	Broken Arrow (Oklahoma)
Caerfyrddin	Carmarthen
Diùcachd Nassau	Ducado de Nassau
Ukiah, Calafòrnia	Ukiah
Woodland, Calafòrnia	Woodland (Califórnia)
Urial	Urial
La Jolla, Calafòrnia	La Jolla
Redondo Beach, Calafòrnia	Redondo Beach
Cionn tSáile	Kinsale
Plasticine	Plasticina
Bìth	Breu (betume)
Uibhist a Deas	South Uist
Blàr San Jacinto	Batalha de San Jacinto
Shawnee, Oklahoma	Shawnee (Oklahoma)
Bro Morgannwg	Vale of Glamorgan
Gath (cuibhle)	Raio (roda)
Florence, Arizona	Florence (Arizona)
Clay County, Virginia an Iar	Condado de Clay (Virgínia Ocidental)
Ohio County, Virginia an Iar	Condado de Ohio (Virgínia Ocidental)
Neapraigear	Guardanapo
Roinn le neoni	Divisão por zero
Latimer County, Oklahoma	Condado de Latimer
Siobhag	Pavio
York University	Universidade Iorque
Florencia (baile)	Florencia (Caquetá)
Oroville, Calafòrnia	Oroville (Califórnia)
Madera, Calafòrnia	Madera (Califórnia)
Aoradh	Adoração
Montería (baile)	Montería
Glasag	Ulva lactuca
Dath a' chraicinn daonna	Cor da pele humana
VietJet Air	VietJet Air
Alcelaphus caama	Alcelaphus caama
Fàsach Chihuahuan	Deserto de Chihuahua
Wellington Region	Wellington (região)
Eaconomaich Ainmeil	Lista de economistas
Fang	Curral
Big Sur, Calafòrnia	Big Sur
Slige-chabon	Cardiidae
Gallaibh	Caithness
Cupa Lìog na h-Alba	Copa da Liga Escocesa
San José del Guaviare	San José del Guaviare
Coireall na cìche-shluagain	Vibrante múltipla uvular
Wakame	Wakame
Yarmouth, Alba Nuadh	Yarmouth
Teine an taighe-tionnsgain Trì-cheàrnag	Incêndio na fábrica da Triangle Shirtwaist
Brillean	Clítoris
Tràillealachd-drùise	Escravidão sexual
Steàrnan	Sternidae
Peekskill, Eabhraig Nuadh	Peekskill (Nova Iorque)
Dango	Dango
Caidreabhas	Aliança (acordo)
Creag Dhubh (fàsach)	Deserto de Black Rock
Calum Clachair	Bob, o Construtor
Fleming County, Kentucky	Condado de Fleming
Boksburg	Boksburg
Bombay Bicycle Club	Bombay Bicycle Club
Neo-eisimeileachd na h-Alba	Independência da Escócia
Byhalia, Mississippi	Byhalia
Slòcan	Porphyra umbilicalis
Martin Karplus	Martin Karplus
Roy J. Plunkett	Roy J. Plunkett
Martin Lowry	Thomas Martin Lowry
Hilaire Rouelle	Hilaire Rouelle
Caerffili	Caerphilly
Dùthchannan Aimearaga-a-Deas	Lista de países da América do Sul
Sgioba criogaid nan Innseachan an Iar	Seleção de Críquete das Índias Ocidentais
Àrd-thìr Ustyurt	Ustyurt
Bridgeport, Calafòrnia	Bridgeport (Califórnia)
Caisteal Urchadain	Castelo de Urquhart
Ealain nan Ceilteach Pàganach	Arte celta
Cobhair:Susbaint	Ajuda:Página principal
Parker, Arizona	Parker (Arizona)
Bristol, Rhode Island	Bristol (Rhode Island)
Cill Dara	Kildare
Gillette, Wyoming	Gillette (Wyoming)
Kingston	Kingston (desambiguação)
An t-Àth Leathann	Broadford
Surfside, Florida	Surfside
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
Àrd-thìr Cholorado	Planalto do Colorado
Jones County, Dakota a Deas	Condado de Jones (Dakota do Sul)
Glenwood Springs, Colorado	Glenwood Springs
Placerville, Calafòrnia	Placerville (Califórnia)
Santa Fe de Antioquia	Santa Fe de Antioquia
La Estrella	La Estrella (Antioquia)
Baile Shidni, Alba Nuadh	Sydney (Nova Escócia)
Fughlaigh	Foula
Charles Lapworth	Charles Lapworth
Kewaunee County, Wisconsin	Condado de Kewaunee
Monroe County, Wisconsin	Condado de Monroe (Wisconsin)
Buga	Guadalajara de Buga
Greymouth	Greymouth
Bànag	Desova
An t-Òban	Oban (Escócia)
Sèimheachadh	Lenição
Fàsach dathte (Arizona)	Deserto Pintado (Estados Unidos)
Show Low, Arizona	Show Low
Hollister, Calafòrnia	Hollister (Califórnia)
Irn Bru	Irn Bru
Peppa Pig	Peppa Pig
Pàrtaidh Libearalach Choloimbia	Partido Liberal Colombiano
Badain Jaran	Deserto de Badain Jaran
Fàsach Thabernas	Deserto de Tabernas
Sechura	Deserto de Sechura
Canàl an Aonaidh	Canal da União
Lassie	Lassie
Cruadhachadh	Fortição
Chowan County, Carolina a Tuath	Condado de Chowan
Sgioba nàiseanta rugbaidh na h-Alba	Seleção Escocesa de Rugby Union
Coronation Street	Coronation Street
Burhou	Burhou
Caisteal Dhùn Robain	Castelo Dunrobin
Hebrides Overture	As Hébridas (Mendelssohn)
Rangipo	Deserto de Rangipo
Tùcaid	Pombal (edifício)
Pickens County, Alabama	Condado de Pickens (Alabama)
Sir William Ramsay	William Ramsay
Marysville, Calafòrnia	Marysville (Califórnia)
Giles County, Virginia	Condado de Giles (Virgínia)
Sonora, Calafòrnia	Sonora (Califórnia)
Mumford & Sons	Mumford & Sons
Forbes	Forbes
Oilthigh Shruighlea	Universidade de Stirling
Dumhach Thrá	Sandymount
Great Basin	Grande Bacia
Sgioba nàiseanta rugbaidh Romàinia	Seleção Romena de Rugby Union
Beic	Cortesia (saudação)
Fleisdear	Rêmige (elemento da flecha)
Bun-sgoil	Ensino primário
Àicheil	Negativo
La Unión (Nariño)	La Unión (Nariño)
Piobar (glasraich)	Pepper
Stuart Christie	Stuart Christie
Robert Mallet	Robert Mallet
Taigh Iain Ghròt	John o' Groats
La Grange, Kentucky	La Grange (Kentucky)
Feilding	Feilding
Lios Tuathail	Listowel
Northfield, Minnesota	Northfield (Minnesota)
Wickenburg, Arizona	Wickenburg
El Cerrito, Calafòrnia	El Cerrito
Buenaventura	Buenaventura (Colômbia)
Sauk Centre, Minnesota	Sauk Centre
Tuaim	Tuam
Cloich na Coillte	Clonakilty
Pamplona (Coloimbia)	Pamplona (Colômbia)
East Greenwich, Rhode Island	East Greenwich
Szczawno-Zdrój	Szczawno-Zdrój
Léim an Mhadaidh	Limavady
Lannraig, Lannraig a Deas	Lanark
Baile Eilidh	Helensburgh
Caerllion	Caerleon
Cill Saidhe	Kilsyth
Farrais	Forres
Magangué	Magangue
Àird nan Saor	Ardersier
Inbhir Èireann	Findhorn
Cearan Mhoire	Kirriemuir
Cinn Lois	Kinloss
Deadard	Jedburgo
Ceann Loch Chille Chiarain	Campbeltown
Kahului, Hawaii	Kahului
Langaim	Langholm
Whanganui	Whanganui
Porirua	Porirua
Lus, Earra-Ghàidheal	Luss
An Dubh-allt	Blackburn (Escócia)
Ceann Phàdraig	Peterhead
Labhdair	Lauder
Markleeville, Calafòrnia	Markleeville
Mvezo	Mvezo
Independence, Calafòrnia	Independence (Califórnia)
An t-Sròn	Troon
Farsø	Farsø
Laksaa	Laxey
Castlegar	Castlegar
Fionn Treabh	Fintry
Calanais	Callanish
Capercaillie (còmhlan)	Capercaille
El Hierro	El Hierro
Sincelejo	Sincelejo
Cairteil Medellín	Cartel de Medellín
Dath na gruaige	Cor dos cabelos
Tìr nan Cailleannach	Caledônia
Galar fèin-spèiseach na pearsanatachd	Transtorno de personalidade narcisista
Fàsach Phatagòinia	Deserto da Patagônia
Stàitean Aonaichte Choloimbia	Estados Unidos da Colômbia
Channeled scablands	Channeled Scabland
Shaker Heights, Ohio	Shaker Heights
Chase & Status	Chase & Status
Joggins	Falésias de Fósseis de Joggins
Achd pàrlamaid	Ato do Parlamento
Salem (NJ)	Salem (Nova Jérsei)
Cresskill, Jersey Nuadh	Cresskill
Sgioba nàiseanta rugbaidh na h-Iapan	Seleção Japonesa de Rugby Union
Penobscot County, Maine	Condado de Penobscot
Decatur County, Indiana	Condado de Decatur (Indiana)
Tàcharan	Criança trocada
Currach Cuimreach	Coracle
Urras	Truste
Coronair	Legista
Sgioba nàiseanta rugbaidh Thonga	Seleção Tonganesa de Rugby Union
Sgioba nàiseanta rugbaidh Fhìdi	Seleção Fijiana de Rugby Union
Bucall	Fivela
Alcelaphus lichtensteinii	Alcelaphus lichtensteinii
Sgioba nàiseanta rugbaidh Shamoa	Seleção Samoana de Rugby Union
Jefferson County, Indiana	Condado de Jefferson (Indiana)
Sgaoileadh-cumhachd	Devolução
HD 80606 b	HD 80606 b
Co-chaidreachas Ghranada	Confederação Granadina
Oilthighean Aosmhor	Universidade medieval
Bogsa-fòn	Cabine telefónica
An Cuan Sgitheanach	The Minch
Sgioba nàiseanta criogaid Shealainn Nuadh	Seleção Neozelandesa de Críquete
Sgioba nàiseanta rugbaidh na Stàitean Aonaichte	Seleção de Rugby Union dos Estados Unidos
Eilean Bhòid	Ilha de Bute
Bonaid	Gorro
Oilthigh Nàiseanta Colombia	Universidade Nacional da Colômbia
Kingston, Tennessee	Kingston (Tennessee)
Poilitigs ann an Èireann	Política da República da Irlanda
Donnie Murdo	DangerMouse
Loidig mhatamataigeach	Lógica matemática
Pe	Pé (desambiguação)
Bainteag	Amêijoa
The Dark Crystal	The Dark Crystal
Derek de Lint	Derek de Lint
Changing Lanes	Changing Lanes
Giomach uisge	Lagostim
Ùr-sgeulachd	Mito
Roinn (matamataig)	Divisão
Siorrachd Sruighlea	Stirlingshire
Dollar	Dólar (desambiguação)
HMS Astute	HMS Astute (S119)
Am Magh Leamhna	Alexandria (Escócia)
Llandaf	Llandaff
Médanos de Coro	Parque Nacional de Médanos de Coro
Siorrachd Pheairt	Perthshire
Aymer de Valence	Aymer de Valence, 2º Conde de Pembroke
Ziortza-Bolibar	Cenarruza-Puebla de Bolívar
Sgioba nàiseanta rugbaidh Naimibia	Seleção Namibiana de Rugby Union
Cathair Amain	Cramond
San Juan del Cesar	San Juan del Cesar
SS Savannah	SS Savannah
Caisteal Dhùn Bheagain	Castelo de Dunvegan
Seòlaid	Hidrovia
Uchd	Regaço
Poilitigs na h-Alba	Política da Escócia
60an	Década de 60
50an	Década de 50
40an	Década de 40
30an	Década de 30
San Juan	San Juan
Tengger	Deserto de Tengger
Embrace	Embrace (banda inglesa)
Muckle Flugga	Muckle Flugga
Slighe Costa Sir Benfro	Passeio Pembrokeshire
Sìdhe	Sídhe
Sgrùdair ciùil	Crítico de música
Oilthigh Cailleannach Glaschu	Universidade Caledônia de Glasgow
Richtersveld	Paisagem cultural e botânica de Richtersveld
Robert Stevenson	Robert Stevenson (engenheiro)
Fàsach Ryn	Deserto de Ryn
Agnes Monica	Agnes Monica
Fàsach Escalante	Deserto de Escalante
Joaquín Mosquera	Joaquín de Mosquera
Domingo Caycedo Santamaría	Domingo Caycedo
Sérigny (Orne)	Sérigny
Baintighearna	Lady
Renton (Ball-coise)	Renton Football Club
Gaza	Gaza (desambiguação)
Roinn-seòrsa:A' Ghearmailt	Categoria:Alemanha
Roinn-seòrsa:An Eadailt	Categoria:Itália
Roinn-seòrsa:Na Stàitean Aonaichte	Categoria:Estados Unidos
Roinn-seòrsa:An Ruis	Categoria:Rússia
Roinn-seòrsa:Canada	Categoria:Canadá
Roinn-seòrsa:An Rìoghachd Aonaichte	Categoria:Reino Unido
Roinn-seòrsa:An Spàinn	Categoria:Espanha
Roinn-seòrsa:An t-Seapan	Categoria:Japão
Roinn-seòrsa:Astràilia	Categoria:Austrália
Roinn-seòrsa:Meagsago	Categoria:México
Roinn-seòrsa:Na h-Innseachan	Categoria:Índia
Roinn-seòrsa:Aràibia nan Sabhd	Categoria:Arábia Saudita
Roinn-seòrsa:Israel	Categoria:Israel
Roinn-seòrsa:An Tuirc	Categoria:Turquia
Roinn-seòrsa:An Èipheit	Categoria:Egito
Roinn-seòrsa:Sealainn Nuadh	Categoria:Nova Zelândia
Roinn-seòrsa:An Argantain	Categoria:Argentina
Paramadair	Parâmetro (estatística)
Roinn-seòrsa:0an	Década de 0
20an	Década de 20
Out Stack	Out Stack
An Caisteal Nuadh	Newcastle upon Tyne
Muppets Anocht	Muppets Tonight
Sturt's Stony Desert	Deserto Rochoso de Sturt
Siapansaigh	Shapinsay
1120an	Década de 1120
680an	Década de 680
Feusgan	Mytiloida
El Santuario	El Santuario
Villeta	Villeta (Cundinamarca)
Amagá	Amagá
Dabeiba	Dabeiba
Chaguanas	Chaguanas
Fàsach Owyhee	Deserto de Owyhee
Envigado	Envigado
Väversunda	Väfversunda
Roinn-seòrsa:An Ostair	Categoria:Áustria
Roinn-seòrsa:An Innd-Innse	Categoria:Indonésia
Roinn-seòrsa:Na Tìrean Ìsle	Categoria:Países Baixos
Roinn-seòrsa:Pacastan	Categoria:Paquistão
Roinn-seòrsa:A' Phòlainn	Categoria:Polónia
Roinn-seòrsa:A' Phortagail	Categoria:Portugal
Roinn-seòrsa:An Eilbheis	Categoria:Suíça
Roinn-seòrsa:An Ucràin	Categoria:Ucrânia
Roinn-seòrsa:Bhiet-Nam	Categoria:Vietname
Roinn-seòrsa:Impireachd na Ròimhe	Categoria:Império Romano
Roinn-seòrsa:Mamalan	Categoria:Mamíferos
Roinn-seòrsa:Snàigean	Categoria:Répteis
Roinn-seòrsa:Eòin	Categoria:Aves
Roinn-seòrsa:Eòlas-nàdair	Categoria:Física
Roinn-seòrsa:Bith-eòlas	Categoria:Biologia
Roinn-seòrsa:Ceimigeachd	Categoria:Química
Roinn-seòrsa:Eachdraidh	Categoria:História
Roinn-seòrsa:Cruinn-eòlas	Categoria:Geografia
Roinn-seòrsa:Creideamh	Categoria:Religião
Roinn-seòrsa:Spòrs	Categoria:Desportos
Roinn-seòrsa:Eòlas	Categoria:Ciência
Roinn-seòrsa:An t-Aonadh Eòrpach	Categoria:União Europeia
Reifreann air Neo-eisimealachd na h-Alba 2014	Referendo sobre a independência da Escócia em 2014
Viktor Yushchenko	Viktor Yushchenko
Lachine	Lachine
Yossi & Jagger	Yossi & Jagger
Kaneohe, Hawaii	Kaneohe
Feamainn dubh	Fucus serratus
Fàsach dathte (Astràilia)	Deserto Pintado (Austrália)
Dzoosotoyn Elisen	Deserto de Dzoosotoyn Elisen
Ketchum, Idaho	Ketchum (Idaho)
Ebéjico	Ebéjico
Tocaima	Tocaima
Chocontá (Cundinamarca)	Chocontá
Santa Rosa de Viterbo	Santa Rosa de Viterbo (Colômbia)
Itagüí	Itagüí
Breig (càr)	Travão
Coinneach	Kenneth
Sgioba nàiseanta rugbaidh Shiombabue	Seleção Zimbabuana de Rugby Union
Griomasaigh	Grimsay
Great Salt Lake Desert	Deserto do Grande Lago Salgado
Sràid nam Prionnsan	Princes Street
Selchidh (Neach-ròn)	Selkie
Fialaidheachd	Generosidade
Præstø	Præstø
Brosnachadh Bhruis	Scots Wha Hae
Entrerríos	Entrerríos
Ramiriquí	Ramiriquí
Heliconia (Antioquia)	Heliconia (Antioquia)
Liborina	Liborina
Guatavita (Cundinamarca)	Guatavita
Chitagá	Chitagá
Agrado	Agrado
Guateque	Guateque
Nóvita (Chocó)	Nóvita
Hempstead, Eabhraig Nuadh	Hempstead
's-Graveland	's-Graveland
Gobha	Ferreiro
Jornada del Muerto	Jornada del Muerto
Rìoghachd na Pòlainn (1385 - 1569)	Reino da Polônia (1385–1569)
El Cocuy	El Cocuy
Tibirita	Tibiritá
Aonadh Rugbaidh na h-Èireann	Irish Rugby Football Union
Isla Grande de Tierra del Fuego	Ilha Grande da Terra do Fogo
Sgioba nàiseanta rugbaidh Côte d'Ivoire	Seleção Marfinense de Rugby Union
Cogadh nam Boer	Guerra dos Bôeres
Jens C. Skou	Jens Christian Skou
Dearbhóg	Dervock
An Lorgain	Lurgan
Ball-maise	Ornamento
Bròg-cuibhle	Patinação sobre rodas
Panevėžys	Panevėžys
Bàta-sàbhalaidh	Baleeira
Oi Polloi	Oi Polloi
Cocairix	Panoramix
Monte Desert	Deserto de Monte
Sabaneta	Sabaneta (Antioquia)
Rionegro	Rionegro
Fàsach Chalbi	Deserto de Chalbi
New Albany, Mississippi	New Albany (Mississippi)
Berne, Indiana	Berne (Indiana)
Gruagach	Brownie (folclore)
Aral Karakum	Aral Karakum
Saryesik-Atyrau	Deserto de Saryesik-Atyrau
Latha a' Bhreitheanais	Juízo Final
Valverde	Valverde (Espanha)
Qunu	Qunu
Abercarn	Abercarn
Tighearnas nan Eilean	Lorde das Ilhas
Manannan mac Lir	Manannan Mac Llyr
Abhainn Mhargaraidh	Rio Margaree
Dréan	Dréan
Mìcheal Ruiseal	Michael William Russell
Puerto Berrío	Puerto Berrío
Barbosa	Barbosa (Antioquia)
Cocorná	Cocorná
La Ceja	La Ceja
Alex van Halen	Alex Van Halen
Na Muppets	The Muppets
Lakeport, Calafòrnia	Lakeport (Califórnia)
Jackson, Calafòrnia	Jackson (Califórnia)
Ad-Dahna	Deserto de Ad-Dahna
1 Samuel	I Samuel
Quincy, Calafòrnia	Quincy (Califórnia)
Roinn-seòrsa:Soilleireachadh	Categoria:Desambiguação
Roinn-seòrsa:Na h-Olympics	Categoria:Jogos Olímpicos
Roinn-seòrsa:Feallsanachd	Categoria:Filosofia
Roinn-seòrsa:Eòlas-inntinn	Categoria:Psicologia
Roinn-seòrsa:Crìosdaidheachd	Categoria:Cristianismo
Roinn-seòrsa:Islam	Categoria:Islamismo
Bodach-ròcais	Espantalho
Ynys Enlli	Ilha Bardsey
One Time	One Time
Obar Dhobhair	Aberdour
Rangiora	Rangiora
Cadha	Ravina
San Luis (Antioquia)	San Luis (Antioquia)
Each (soilleireachadh)	Cavalo (desambiguação)
Registan	Deserto de Registan
The Lady of Shalott	The Lady of Shalott
Iolair	Águia
Cruinn-eòlas na h-Alba	Geografia da Escócia
Westland District	Distrito de Westland
Rhosili	Rhossili
Baile Fearainn	Townland
Lèineag is sgiort	Saia
A' Phìob Mhòr	Great Highland bagpipe
Caisteal Dhùn Bhreatainn	Castelo de Dumbarton
Port Rìoghail, Siorrachd Annapolis	Port Royal (Canadá)
Corinto	Corinto (Cauca)
Creutairean (Miotas-eòlasach)	Criatura lendária
Maesteg	Maesteg
Tías (Las Palmas)	Tías
Downieville, Calafòrnia	Downieville (Califórnia)
Lutjegast	Lutjegast
Miraflores	Miraflores (Boyacá)
Gàidhealtachd na h-Alba	Gàidhealtachd
Bealaidh	Giesta
Abertyleri	Abertillery
Ocaña	Ocaña (Norte de Santander)
Còbra	Cobra
Ceisteachar	Palavra interrogativa
Campoalegre	Campoalegre
Fàsach Accona	Deserto de Accona
Am Bogotazo	Bogotazo
Miguel Abadía Méndez	Miguel Abadía Méndez
Eva Amaral	Eva Amaral
Cibo Matto	Cibo Matto
Dasht-e Margoh	Dasht-e Margoh
Puri, Angola	Puri (Uíge)
Gruag chiar	Cabelo castanho
San Andreas, Calafòrnia	San Andreas (Califórnia)
