ཨ་ཧྥེ་རི་ཁ།	África
གཞས་རིག་པ།	Musicologia
ཁམ་ཤིང་།	Prunus avium
ཅག་ཕུ་རེ་ཝེར།	Jacques Prévert
ལྷོ་ཀུབ།	Abóbora
སྣུམ་སྒྱུར་ཆས།	Carburador
ནུའུ་ཐི།	Nut
ཤིང་དཀྲོལ།	Xilofone
སྦུབས་མཆོངས།	Salto em altura
ཉུལ་ཞིབ་པ།	Espionagem
ཨའོ་ཉེ་ཅ་མཚེའུ།	Lago Onega
བྱི་བ་གཡི།	Felis manul
རྫ་རྫིས།	Zazie
ཐའེ་ཅི་ཆོན།	Tai chi chuan
ཁབ་ར།	Íbex
ཀའེ་པུའུ།	Geb
རྣ་རྒྱན།	Brinco
ཕུ་དིག	Rola-comum
ལག་ཤུབས།	Luva
ནའེ་ཧྥུ་ཏི་སི།	Néftis
ཕི་རོ་ཁྲེ་གྷོ་རཱ་ཟི།	Protágoras
སེམས་སྐྱོ་བ།	Tristeza
ཧྲུའུ།	Shu
འུག་དཀར།	Coruja-das-neves
ཅི་ནན།	Jinan
ཕྱི་རིམ།	Exosfera
ཨཱ་ཝཛ།	Ahvaz
ཨ་ཝ་རུ་ཨ།	Avarua
ཨ་ཐུན།	Atum (mitologia)
གད་མོ་ཤོར་བ།	Gargalhada
མགོམས་མཆོངས།	Salto em comprimento
ཆགས་སྦྱོར་རིག་པ།	Sexologia
ཟས་ཀྱི་རིག་པ།	Gastronomia
མི་ཆོག་པའི་བཀག་བྱ།	Tabu
དཔལ་དགོན་བླུ་གྲུབ།	Nagarjuna
ཉི་མ་མེ་ཏོག​	Girassol
ལར་ན་ཀ།	Lárnaca
གསུབ་འགྱིག	Borracha escolar
དྲི་ཞིམ་ཅན།	Lavanda
ཆོས་དད་རང་མོས།	Liberdade religiosa
ཕིག་མིའི་མི།	Pigmeus
གབ་རེས་འུར་རེས།	Esconde-esconde
ཧེན་ཐའེ།	Hentai
འཁོར་བ།	Samsara
ལི་སྨིད།	Centímetro
གཡང་ཊི།	Jade
བྱང་གི་ལྡོག་ཐིག	Trópico de Câncer
ལྷོའི་ལྡོག་ཐིག	Trópico de Capricórnio
ཟླུམ་ངོས་ཚད།	Esferorradiano
རྐང་ལམ།	Passeio
སྣུམ་ཚལ་	Colza
ཚ་རིམ།	Termosfera
བྱང་སེམས་ཅན།	Bodisatva
གཏེར་ཆུ།	Água mineral
ཝེ་ཞིན་ཀེ་ཐུའོ་ལི་ཁོ་སི།	Vercingetórix
ཇེ་དུ་ཀྲི་ཤི་ན་མུར་ཏི།	Jiddu Krishnamurti
ནན་ཉིང་གྲོང་ཁྱེར།	Nanning
ལ་ཁི་སི།	Lux
བོད་ས་མཐོ།	Planalto do Tibete
ཤྭ་བ་རྔ་རིང་།	Cervus canadensis
གསོ་ཕྲུག	Adoção
ན་ཏི་སུ་མེ་སོ་སེ་ཁི	Natsume Soseki
ཆགས་སྲེད་ཀྱི་རྒྱུ་རྩལ།	Erotismo
ཕ་ལོན་ཁེ།	Palenque
ཨོ་ལན་ཀི་གཙང་པོ།	Rio Orange
ཀའོ་ཞུང་གྲོང་ཁྱེར།	Kaohsiung
༄༅།། རྒྱལ་པོ་ལེར།	Rei Lear
མོ་རི་ཧེའི་ཨུའེ་ཤི་ཕཱ།	Morihei Ueshiba
ཚའོ་ཞུའེ་ཆིང་།	Cao Xueqin
མངར་ཟས།	Sobremesa
ཁུ་ནུའུ་མུའུ།	Khnum
ཀོ་ཅ་བང་ལྦ་	Cochabamba
ཧུད་མི།	Hui (povo)
ཤུགས་འཁོར།	Volante do motor
ལན་ཀྲོའུ།	Lanzhou
ཊར་བེ།	Tarbes
ཨ་བྲ་ཡང་ན་ཨབ་ར།	Ochotona
ༀ	Om
ཏེའོ་དོར་དེ་ཇེ་རི་ཀོ།	Théodore Géricault
ལ་ཕུའི་ཨང་ཝ་ལེ།	Le Puy-en-Velay
རྒྱུན་འཇགས་བརྗོད་ཚིག	Idiotismo (linguística)
རྒྱ་རིགས་ཀྱི་མཚན་ཉིད་རིག་པ།	Filosofia chinesa
༄༅།། གཟུགས་འགྱུར་བའི་གཏམ་རྒྱུད།	Metamorfoses
ཨེ་དོའི་དུས་སྐབས།	Período Edo
པར་ན་པཱ།	Barnabé (Bíblia)
ཨ་ཡོ་དྷི་ཡ།	Ayodhya
སྒང་ཐོག	Gangtok
རྡ་རམ་ས་ལ།	Dharamshala
གཉན།	Argali
ཁོ་བོ་ཨ་བེ།	Kobo Abe
ལེབ་ཤྭ།	Shimeji-preto
ལུའོ་དབྱང་།	Luoyang
ཨོ་ནོ་རེ་དོ་མི་ཡེ།	Honoré Daumier
སྒར་ཉེའི་ཟློས་གར་ཁང་།	Ópera Garnier
ཁུ་ནུ་རི་རྒྱུད།	Kunlun
བོད་མི།	Tibetanos
ཧ་ནུ་མན།	Hanuman
རི་གྷོ་བྷེར་ཏ་མེན་ཆུ་ཏུམ།	Rigoberta Menchú
ཇིང་ཏ་ལིང་ཏ།	Balanço (playground)
མིག་སེར།	Inveja
རོ་ཌེ་ཛི།	Rodez
ཁོར་ཡུག་རིག་པ།	Ciências do ambiente
TED	TED (conferência)
རོ་ཀ་ཧྥོར། (ཆུར་བ།)	Roquefort (queijo)
སྐེ་རྒྱལ།	Colar
ཁོ་རོར།	Koror
ཧའེ་ཁོའུ་གྲོང་ཁྱེར།	Haikou
ཐག་རྒུལ་འདྲ་གཟུགས།	Marioneta
ཨི་ནུའི་ཏི་མི།	Inuítes
མོ་གཅུས། (ལག་ཆ།)	Porca
སྐེ་དཀྲིས།	Cachecol
ལེ་ཉིན་གྱི་བང་སོ།	Mausoléu de Lenin
བླ་མ།	Lama (budismo)
དོ་མེ་ནི་ཀོ་གིར་ལན་ད་ཡོ།	Domenico Ghirlandaio
དཀྱིལ་འཁོར།	Mandala
མིག་མངས།	Xiangqi
ཨོ་ཝུན་ཁེ་མི།	Evenkis
ཁྱིམ་ཐབ་མེད་པར་གནས་པའི་མི་ཚེ།	Celibato
བཙུན་མ།	Freira
ནའེ་ཐི།	Neith
ཀོ་མེ་དི་ཡ་དེལ་ཨར་ཏེ།	Commedia dell'arte
ཨ་བ་དཱེ།	Abadeh
གདུགས་མཆོང་ལུས་རྩེད།	Paraquedismo
མི་ཡ་མོ་ཏོ་མུ་ས་ཤི།	Miyamoto Musashi
འབྲུག་མིག	Longan
རྒྱལ་བ་བྱམས་པ།	Maitreya
ར་རྒྱ།	Budorcas taxicolor
སིལ་རྔ།	Pandeireta
སྤྱན་རས་གཟིགས།	Avalokiteshvara
རྒས་མེད་ཚེ་རིང་།	Imortalidade
དགེ་འདུན་དཀོན་མཆོག	Sangha (Budismo)
རི་བོ་ཨ་ཝུན་ཏི་ཉི།	Aventino
སྒྲིག་མཁན།	Edição jornalística
ས་རཱ།	Sara
འཕང་འབྲས།	Goji
ཀྲང་ཧྥེ།	Zhang Fei
ཀྲང་ཧེང་།	Zhang Heng
གཞལ་སྒང་གི་ས་ཁོངས།	Zhemgang
ཀྲུའུ་ཀོ་ལིའང་།	Zhuge Liang
ཞུས་ཀྲོའུ།	Zhuzhou
ཨོ་ནོ་ནོ་ཁོ་མ་ཆི།	Ono no Komachi
འཛམ་གླིང་རྒྱལ་རབས་	História do mundo
ཡ་ཕེད།	Jafé
པོལ་ཝ་ལེ་རི།	Paul Valéry
རི་བོ་ཕ་ལ་ཏི་ཉི།	Palatino
ལ་དྭགས	Ladakh
སྤྱི་མཐུན་རྒྱལ་ཁབ་ཨང་ལྔ་པ།	Quinta República Francesa
ཤེམ།	Sem
ཟེར་མོ།	Tetraz
ལག་གདུབ།	Bracelete
སྤྱི་ཚོགས་རང་མོས་རེང་ལུགས།	Liberalismo social
སུར་པན།	Capsicum
པོ་ཐང་མ།	Planície Padana
ཁར་པེན་ཏྲ།	Carpentras
ཇ་དམར།	Chá preto
སེན་གོའི་དུས་མཚམས་	Período Sengoku
ཚའོ་ཚའོ།	Cao Cao
ཀ་ན་ཨན། (གསུང་རབ།)	Canaã (filho de Cam)
ཀ་ཡིན །	Caim
ཚི་ཕོ་རཱ།	Zípora
ར་བཟི་བ།	Embriaguez
སྐར་རེའི་འཁོར་ཚད།	Rotações por minuto
ཨེ་ལི་ཤ།	Eliseu
ཨ་ཌོལ་ཧྥོ་པེ་རེ་ཛུ།	Adolfo Pérez Esquivel
ཤེད་འཕྲུལ་འགྲོས་ཁྲ།	Tacômetro
བསིལ་ལྦུ།	Sprite
ཅཱོན་བུ་རི་ཞིང་ཆེན།	Chon Buri (província)
མཚན་སྙན།	Honra
ཝུའུ་དབྱི་རི་བོ།	Monte Wuyi
ལུས་བསྲུངས་མཐའ་འཁྱོལ།	Castidade
རི་བོ་ཁུའེ་ལི་ན་ཨེར།	Monte Quirinal
དཀོན་མཆོག་གསུམ།	Três Jóias
ཐག་སོག	Motosserra
བསམ་པའི་དགའ་རོགས།	Amor platônico
གོར་གོན་ཟོ་ལ། (ཆུར་བ།)	Gorgonzola
ཕུག་རོན།	Columba (género)
སི་རོ་སི།	Siro
རི་བོ་ཨའེ་སི་ཁུའེ་ལི་ཉི།	Monte Esquilino
ཇོ་ཌེ་ཝེ་ལེམ།	Jody Williams
ཡིན་ཁྲོའོན་གྲོང་ཁྱེར།	Yinchuan
ཀ་ཡ་ཕཱ།	Caifás
མ་ཡ་མིའི་ཡི་གེ	Escrita maia
འཕར་ལེན།	Amortecedor
ཨོ་སེལ་ཏཱ་མི་ཝིར།	Oseltamivir
པོ་ཨ་ཟི།	Boaz
རོ་ནིན།	Ronin
ཧྥ་རན་སི་ཡི་གྲོང་ཁྱེར་ཆེན་པོ།	França Metropolitana
ཐི་མོ་ཐེ།	Timóteo de Éfeso
མེ་ཏོག་བྲག་སྤོས།	Camélia
ཧེ་ནོག	Enoque (antepassado de Noé)
ཞི་ལིན།	Xelim
སྤྱོད་ལམ་སྒྱུ་རྩལ་ཐོག	Performance
དྲིལ་ཁྲུ།	Fita métrica
ཁའོ་ཕན།	Copán
སྦུལ་ཆེན།	Jiboia-constritora
༄༅།། ས་ག་ཟླ་བ།	Vesak
ཐའེ་ཧྲན་རི་བོ།	Monte Tai
སེ་བ། (གསུང་རབ།)	Sabá (reino)
ཅིའུ་ཅང་།	Jiujiang
ཏུང་ཐིང་མཚེའུ།	Lago Dongting
རི་བོ་ཝེ་སྨི་ན་ཨེར།	Viminal
ལུ་ཡི་སེ་མི་ཤེལ།	Louise Michel
ཏུང་མི།	Dong (etnia)
རི་བོ་ཁ་ཨའེ་ལི་ཨན།	Célio
བྱང་སྣེའི་སྤྱང་ཀི	Lobo-do-ártico
རི་ཀོ་ཏ། (ཆུར་བ།)	Ricota
སྒྲ་གཅན་འཛིན།	Rahula
ཚ་ལུ་མའི་ཁུ་བ།	Suco de laranja
ཐག་འགྲོས།	Funambulismo
མི་རྟག་པ།	Anicca
སི་མོ་ནེ་མར་ཏི་ནི།	Simone Martini
རྐྱང་།	Equus kiang
སྦྲེལ་མདའ།	Biela
འདོད་ཕྱོགས་ཀྱི་ཚོང་ཁང་།	Sex shop
ཡན་ནིག་ནོ་ཨ།	Yannick Noah
ཀོན་ཡུས།	Guan Yu
རུས་སྤལ་	Testudinata
རྒྱལ་པོ་ཟས་གཙང་།	Suddhodana
ཝུའུ་ཁྲེང་ཨེན།	Wu Cheng'en
གླ་བ།	Moschidae
གངས་རིན་པོ་ཆེ།	Monte Kailash
ཚའེ་ལུན།	Cai Lun
ཁུ་རའེ།	Curie
ཧམ།	Cam
པདྨ་འབྱུང་གནས།	Padmasambhava
ཇ་ཝུའུ་ལུང་།	Oolong (chá)
ཧྲའོ་ལིན་དགོན་པ།	Shaolin
ས་ལོ་མེ།	Salomé (irmã de Maria)
ཆེང་མྰེ་ཞིང་ཆེན།	Chiang Mai (província)
འགྲུལ་བྱི།	Lêmingue
ར་ལྦ་ན།	Ravana
སོང་ཁ་ལ་ཞིང་ཆེན།	Songkhla (província)
ཨོ་ལི་ཝེར་.རྒོ་རྡི་སིམ་སི།	Oliver Goldsmith
འོད་དཔག་མེད།	Amitaba
ས་ཊུན་ཞིང་ཆེན།	Satun (província)
ཆེང་རཱེ་ཞིང་ཆེན།	Chiang Rai (província)
པ་ཊ་ནི་ཞིང་ཆེན།	Pattani (província)
ར་ནོང་ཞིང་ཆེན།	Ranong (província)
ཀཱན་ཅ་ན་བུ་རི།	Kanchanaburi
༩༠ (གྲངས་ཀ།)	Noventa
མེ་ཏོག་ཧོང་ཀྲང་།	Anthurium
ན་ཁཱོན་ས་ཝན་ཞིང་ཆེན།	Nakhon Sawan (província)
རྣམ་པར་སྣང་མཛད།	Vairocana
སུ་ར་ཊི་ཐ་ནི་ཞིང་ཆེན།	Surat Thani (província)
ལམ་པང་ཞིང་ཆེན།	Lampang (província)
ཨོཾ་མ་ཎི་པ་དྨེ་ཧཱུྃ།	Om mani padme hum
༥༨ (གྲངས་ཀ།)	Cinquenta e oito
དི་ནོ་བུ་ཟ་ཏི།	Dino Buzzati
ཚེམ་བཟོ།	Alfaiate
འབྲ་གོ་དམར་པོ།	Jujuba
བུན་ར་ཀུ།	Bunraku
༧༢ (གྲངས་ཀ།)	Setenta e dois
ཐག་མཆོང་།	Pular corda
སྲམ།	Lontra-anã-oriental
ན་ཁཱོན་སི་ཐམ་མ་ར་ཊི་ཞིང་ཆེན།	Nakhon Si Thammarat (província)
ཅུམ་ཕཱོན་ཞིང་ཆེན།	Chumphon (província)
པེ་སོ།	Peso (moeda)
ནཱན་ཞིང་ཆེན།	Nan (província)
ཕེ་ཊི་ཅ་བུ་རི་ཞིང་ཆེན།	Phetchaburi (província)
སན་ཇོ་སེ།རྒྱ་ནག	San José Chinantequilla
ཁམ་ནག་གི	Grená
ལིའུ་པེ།	Liu Bei
བུ་མོ་རའོ་ཟི།	Lucy (fóssil)
༄༅།། ས་ཐེར་ཁོན།	Satíricon
མིང་གི་གོ་རིམ།	Ordem dos constituintes
ཁྲེ།	Milhete
ན་ཁཱོན་ར་ཊི་ཅ་སི་མ་ཞིང་ཆེན།	Nakhon Ratchasima (província)
གཙོད།	Chiru
པང་གདན།	Avental
ལུང་མོན་བྲག་ཕུག	Grutas de Longmen
ཅའི་ཡ་ཕུམ་ཞིང་ཆེན།	Chaiyaphum (província)
ལོའི་ཞིང་ཆེན།	Loei (província)
ཀཱན་ཅ་ན་བུ་རི་ཞིང་ཆེན།	Kanchanaburi (província)
ཕི་ཊི་ཙ་ནུ་ལོཀ་ཞིང་ཆེན།	Phitsanulok (província)
ཨུ་སུག་སྲབ་མོ།	Meia-calça
ཕ་སི་ཁལ་ལ་མི།	Pascal Lamy
༩༢ (གྲངས་ཀ།)	Noventa e dois
༨༤ (གྲངས་ཀ།)	Oitenta e quatro
༩༦ (གྲངས་ཀ།)	Noventa e seis
༤༣ (གྲངས་ཀ།)	Quarenta e três
ཡུ་དཱ། (གསུང་རབ།)	Judá (filho de Jacó)
༨༧ (གྲངས་ཀ།)	Oitenta e sete
ཡ་ཀོབ།	Jacó
༥༤ (གྲངས་ཀ།)	Cinquenta e quatro
ལོ་ལོ་ཧྥེ་ར་རི།	Lolo Ferrari
ཨ་ལན་ཟླ་བ་སྒྲོལ་མ།	Alan Dawa Dolma
ལི་མི།	Li (etnia)
ཀེན་ཤིན་ཨུའེ་སུ་གི	Uesugi Kenshin
པི་ས་ནེལ་ལོ།	Antonio Pisanello
ནུའུ་ཨར་ཧ་ཁྲི།	Nurhachi
ཛ་ཕོག	Parodia
ཏཱ་མིན་རོས་སེ།	Damien Rice
ཁོ་བ་ཡ་ཤི་ཨི་ས།	Kobayashi Issa
རོའོ་པེར་ཐ་འཛོ་ལི་ཀ།	Robert Zoellick
པའེ་ཅུས་དབྱི།	Bai Juyi
སུན་ཆོན།	Sun Quan
པར་ཨབ་པཱ།	Barrabás
ཧ་བེལ།	Abel
ཝང་ཝེ་ཡི། (ཐང་རྒྱལ་རབས།)	Wang Wei
ཝ་སེར།	Vulpes ferrilata
ཏུན་ཧོང་གྲོང་ཁྱེར།	Dunhuang
དགེ་ལུགས་པ།	Gelug
སན་ཡ་གྲོང་ཁྱེར།	Sanya
དོ་མེ་ནི་ཀི་ནོ།	Domenico Zampieri
ཐེ་ཏུ།	Tito (bíblico)
བཟེ་རུ་པ་པེལ། (གསུང་རབ།)	Zorobabel
ཤཱ་རིའི་བུ།	Shariputra
ལེའི་ཨུའོ་ཧྥེ་རེ།	Léo Ferré
ཇོ་བོ་རྗོ།	Atisha
པ་ར་ཅིན་བུ་རི་ཞིང་ཆེན།	Prachin Buri (província)
ཨབ་ཡཱ་ཐར།	Abiathar
རྗེ་ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ་	Tsongkhapa
བཙན་བྱོལ་བོད་གཞུང་།	Administração Central Tibetana
ཅཱན་ཐ་བུ་རི་ཞིང་ཆེན།	Chanthaburi (província)
ནོང་ཁའི་ཞིང་ཆེན།	Nong Khai (província)
རྡོ་བཟོ་བ།	Cantaria
ཏུའུ་མུའུ།	Du Mu
ཨོ་དབྱང་ཞིའུ།	Ouyang Xiu
པེ་ཅིང་གི་ཁྲང་ཞི།	Ópera de Pequim
མ་ཡའི་ཨང་ཀི།	Numeração maia
གསེར་མོ།	Faisão-dourado
ཨ་པོ་ལོ་སི།	Apolo (Bíblia)
མུཀ་ད་ཧཱན་ཞིང་ཆེན།	Mukdahan (província)
རེ་ཡོང་ཞིང་ཆེན།	Rayong (província)
གསོར་འབིགས།	Broca
ཁྲུར་སི་ཐན་དང་ཨེ་སོལ་རྡེ།	Tristão e Isolda
མི་གཡོ་བ།	Acala
པང་ཏ།	Libra (moeda)
༨༨ (གྲངས་ཀ།)	Oitenta e oito
རྒྱུག་ཆུ།	Curso de água
ཇི་ཡོ་ཝ་ནི་བོལ་དི་ནི།	Giovanni Boldini
ཝིག་ཏོར་སེར་ཇེ།	Victor Serge
ས་སེ་ཏ།	Stefano di Giovanni
ཨེ་ལི། (གསུང་རབ།)	Eli (juiz de Israel)
ཆུ་ཤུར་རྫོང་	Qüxü
ཡའོ་མི།	Yao (etnia)
ཡང་ཧྲང་ཁུན།	Yang Shangkun
མོའུ་འགལ་བུ།	Mahamoggallana
ཏོའུ་ཨེར་ཏུན།	Dorgon
ཨུ་ཌོན་ཐ་ནི་ཞིང་ཆེན།	Udon Thani (província)
ས་ཀཱོན་ན་ཁཱོན་ཞིང་ཆེན།	Sakon Nakhon (província)
ཡུར་རྒ་ཨེ་བ་ན་སི་ཁད་ཐེེ།	Jurga Ivanauskaitė
ཨོས་ཏྲལིཨན་ཕྱི་རྒྱལ་ཞབས་ཞུ་ཁང་	Associação de Serviços Alternativos no Estrangeiro
ལྷུན་གྲུབ་རྫོང་།	Lhünzhub
ལྗི་བ།	Siphonaptera
དབུགས་སྒོའི་རྡེག་ངར།	Balanceiro
༄༅།། མད་ཐཱ་བྲིས་པའི་འཕྲིན་བཟང་བཞུགས་སོ།།	Evangelho segundo Mateus
བེང་ག་ལི་ཡི་མི།	Bengalis
པེ་ཅིང་གི་བྱ་གག་སྲེག་མ།	Pato-à-pequim
ནུབ་ཕྱོགས་རྒྱལ་ཁབ་ཀྱི་སྒྱུ་རྩལ།	História da arte ocidental
ཞུས་ཀོང་ཆི།	Xu Guangqi
ཨ་མདོ	Amdo
༨༥ (གྲངས་ཀ།)	Oitenta e cinco
མུ་མེན།	Violeta (cor)
ཟིང་སྐྱ །	Cor-de-rosa
༢༧ (གྲངས་ཀ།)	Vinte e sete
ཟེ་མོ།	Mustela altaica
༣༥ (གྲངས་ཀ།)	Trinta e cinco
༦༤ (གྲངས་ཀ།)	Sessenta e quatro
༩༩ (གྲངས་ཀ།)	Noventa e nove
༡༠༡ (གྲངས་ཀ།)	Cento e um
ཨར་པག་སད།	Arpachade
བེན་ཡ་མིན། (གསུང་རབ།)	Benjamim (Bíblia)
བུམ་ཐང་གི་ས་ཁོངས།	Bumthang
ལྷ་ས་དེ་སེ་ལ།	Lhasa de Sela
ཡོ་ས་ནོ་ཨ་ཁི་ཀོ།	Akiko Yosano
ཨེ་ཝ་ཇོའོ་ལི།	Eva Joly
པའེ་ལིང་།	Bai Ling
དབང་ཧྥེའི།	Faye Wong
གནའ་བ།	Pseudois nayaur
གྲགས་འཛིན་མ།	Yashodhara
ན་ཁཱོན་ཕ་ནོམ་ཞིང་ཆེན།	Nakhon Phanom (província)
བཀའ་བརྒྱུད་པ།	Kagyu
འཇམ་དཔལ་དབྱངས།	Manjusri
དཀྱིལ་ཀྲུང་།	Posição de lótus
ཧ་མི་ཀུབ།	Meloa
ནུབ་ཕྱོགས་རྒྱལ་ཁབ་ཀྱི་རིག་གནས།	Cultura ocidental
ཤ་རི་ཡ།	Charia
རྡུལ་ཕྲན་སྤུས་ཚད་རྩི་གཞི།	Unidade de massa atômica
རི་མོ་བ།	Artista
ཝལ་མར།	Walmart
མཆོངས་རྒྱུག	Parkour
བོད་བརྒྱུད་ནང་བསྟན།	Budismo tibetano
ཇ་ལྗང་།	Chá verde
ལུ་མེན།	Lúmen
སྲན་ལྗང་།	Vigna radiata
སྐད་ཀྱི་མཚན་ཉིད་རིག་པ།	Filosofia da linguagem
མགོ་མཁྲེགས་གཞུང་ལུག	Cinismo
བདག་མ་མཆིས་པ།	Anatta
དེབ་འཛེར་ཆས།	Agrafador
ས་མུ་ཨེལ་ཝལ་ཏོན།	Sam Walton
ཤིང་ཏོག་གི་མིང་ཐོ།	Lista de frutas
ཁ་ཁུ་སིམ་པོ།	Silêncio
ཨེ་པེར།	Éber
ལམ་སྒྲོན།	Iluminação pública
འབར་མའི་མི།	Birmanes
ཁོ་ལོ་ཉི་ཡ། (མའི་ཀོ་རོ་ནེ་ཤི་ཡ།)	Kolonia
ཡན་ཨན།	Yan'an
དཔལ་སྤྲུལ་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།	Patrul Rinpoche
ཧྥ་རན་སིའི་སྒྱུ་རྩལ།	Pintura da França
བོད་ཀྱི་རྒྱལ་རབས་	História do Tibete
༥༦ (གྲངས་ཀ།)	Cinquenta e seis
འཛུལ་སྒོ།	Poço de visita
༨༩ (གྲངས་ཀ།)	Oitenta e nove
མཁར་སྔོན་གྲོང་ཁྱེར།	Hohhot
དཀར་ཆག་གི་ཨང་གྲངས།	Lista de números
༧༦ (གྲངས་ཀ།)	Setenta e seis
༢༩ (གྲངས་ཀ།)	Vinte e nove
ཆོས་རྒྱམ་དྲུང་པ་རིན་པོ་ཆེ།	Trungpa Rinpoché
དན། (གསུང་རབ།)	Dã
ཤུ་སུའི་ཀོ་ཏོ་ཀུ།	Shūsui Kōtoku
ཧ་ཡ་ཤི་ར་ཟན།	Hayashi Razan
ཀས་ཏར་མན།	Casterman
ཕྲུ་གུ་སྨར་འབྱར།	Recém-nascido
རི་བོང་།	Lepus oiostolus
ཐེ་རཱ།	Terá
༧༡ (གྲངས་ཀ།)	Setenta e um
༢༨ (གྲངས་ཀ།)	Vinte e oito
༥༩ (གྲངས་ཀ།)	Cinquenta e nove
༦༢ (གྲངས་ཀ།)	Sessenta e dois
༩༥ (གྲངས་ཀ།)	Noventa e cinco
དོན་གྲུབ།	Amoghasiddhi
༄༅།། བར་དོ་ཐོས་གྲོལ།	Bardo Thodol
ལོའི།	Loei
སི་ནོ་པེ། (ཏུར་ཀི།)	Sinop (Turquia)
༣༨ (གྲངས་ཀ།)	Trinta e oito
༧༥ (གྲངས་ཀ།)	Setenta e cinco
རི་པིན་གྱི་སྒྱུ་རྩལ།	Arte do Japão
ལག་སྒག	Freio de mão
མལ་གྲོ་གུང་དཀར་རྫོང་།	Maizhokunggar
ཐ་བུ་ལོན།	Zebulom
པིན་ཉེ་རུ་སུ་གཙང་པོ་་	Marginal Pinheiros
ཝིསིཏ་ཨལེརེ་རྩེ	Alto da Vista Alegre
རིན་ཆེན་སྡེ་	Sutra do Coração
ཆིག་རྡང་།	Barra fixa
རུ་བེན། (གསུང་རབ།)	Rúben
༤༥ (གྲངས་ཀ།)	Quarenta e cinco
ནག་ཉེས།	Culpa (sentimento)
ཨུ་བཱོན་ར་ཊི་ཅ་ཐ་ནི་ཞིང་ཆེན།	Ubon Ratchathani (província)
བོད་ཡིག་གི་ཆ་འཕྲིན	Serviço Arqueológico da Índia
ན་ཁཱོན་ར་ཊི་ཅ་སི་མ།	Nakhon Ratchasima
མེ་གསོད་ཆུ་སྒོ།	Hidrante
ཕེ་ཊི་ཅ་བུ་རི།	Phetchaburi
༦༥ (གྲངས་ཀ།)	Sessenta e cinco
ཨཱལ་གོ་ན། (ཡོ་བ།)	Algona (Iowa)
ས་སྐྱ་པ།	Sakya
བྱུར་སྦྲུལ།	Cobra-coral
ཡི་ས་གར།	Issacar
སྤྲུལ་སྐུ།	Tulku
ཏ་ཙུའུ་རྡོ་བརྐོས།	Esculturas Rupestres de Dazu
ཧ་ཊི་ཡའི།	Hat Yai
ཀུབ་དཀར།	Abóbora-d'água
Chukha District	Chukha
བཀྲ་ཤིས་སྒང་གི་ས་ཁོངས།	Trashigang
༦༨ (གྲངས་ཀ།)	Sessenta e oito
གྲགས་པ་རྒྱལ་མཚན།	Jetsun Drakpa Gyaltsen
ཁེ་ར་བི་ཧན།	Caribe
འཀོར་ལོ།	Dharmachakra
སྒྱུ་རྩལ་གྱི་འགྲེམས་སྟོན།	Exposição artística
ཨི་སཱག	Isaac
༩༧ (གྲངས་ཀ།)	Noventa e sete
མ་ཆོ་པེ་ཆོ།	Machu Picchu
སྤོས་ཤེལ་མདོག་གི	Âmbar (cor)
ཨེ་ནོ་ཟི། (གསུང་རབ།)	Enos
༩༤ (གྲངས་ཀ།)	Noventa e quatro
པི་པི་ལིང་།	Pimenta-longa
༥༥ (གྲངས་ཀ།)	Cinquenta e cinco
ལྕང་བྱིའུ་མཐེ་བོང་།	Trochilus
༩༡ (གྲངས་ཀ།)	Noventa e um
ཉིས་རྡང་།	Barras paralelas
ཝུའུ་ཀྲི་ཧྲན་རི་བོ།	Wuzhi
རྡོ་རྗེ།	Vajra
ཨར་ཏེ་མཱ།	Artemas de Listra
ཨར་ཊེ་སི་ཡ། (མེག་སི་ཀོ་གསར་མ།)	Artesia (Novo México)
༨༠ (གྲངས་ཀ།)	Oitenta
༢༡ (གྲངས་ཀ།)	Vinte e um
༢༢ (གྲངས་ཀ།)	Vinte e dois
༧༠ (གྲངས་ཀ།)	Setenta
༥༠ (གྲངས་ཀ།)	Cinquenta
༤༡ (གྲངས་ཀ།)	Quarenta e um
༣༤ (གྲངས་ཀ།)	Trinta e quatro
༣༣ (གྲངས་ཀ།)	Trinta e três
༤༧ (གྲངས་ཀ།)	Quarenta e sete
༣༡ (གྲངས་ཀ།)	Trinta e um
༣༢ (གྲངས་ཀ།)	Trinta e dois
༤༤ (གྲངས་ཀ།)	Quarenta e quatro
༤༦ (གྲངས་ཀ།)	Quarenta e seis
༤༩ (གྲངས་ཀ།)	Quarenta e nove
༤༨ (གྲངས་ཀ།)	Quarenta e oito
༣༧ (གྲངས་ཀ།)	Trinta e sete
༣༩ (གྲངས་ཀ།)	Trinta e nove
༣༦ (གྲངས་ཀ།)	Trinta e seis
༥༣ (གྲངས་ཀ།)	Cinquenta e três
༨༡ (གྲངས་ཀ།)	Oitenta e um
༦༦ (གྲངས་ཀ།)	Sessenta e seis
༦༣ (གྲངས་ཀ།)	Sessenta e três
༥༢ (གྲངས་ཀ།)	Cinquenta e dois
༦༩ (གྲངས་ཀ།)	Sessenta e nove
༧༣ (གྲངས་ཀ།)	Setenta e três
༥༧ (གྲངས་ཀ།)	Cinquenta e sete
༧༤ (གྲངས་ཀ།)	Setenta e quatro
༧༩ (གྲངས་ཀ།)	Setenta e nove
