Afrihkká	África
Kategoriija:Jápmimat 1706	Categoria:Mortos em 1706
Kategoriija:Jápmimat 1708	Categoria:Mortos em 1708
Kategoriija:Jápmimat 1709	Categoria:Mortos em 1709
Kategoriija:1711	Categoria:1711
Kategoriija:Jápmimat 1711	Categoria:Mortos em 1711
Kategoriija:Jápmimat 1713	Categoria:Mortos em 1713
Kategoriija:Jápmimat 1715	Categoria:Mortos em 1715
Kategoriija:Jápmimat 1716	Categoria:Mortos em 1716
Kategoriija:1720	Categoria:1720
Kategoriija:1722	Categoria:1722
Kategoriija:Jápmimat 1722	Categoria:Mortos em 1722
Kategoriija:Jápmimat 1724	Categoria:Mortos em 1724
Kategoriija:1726	Categoria:1726
Kategoriija:Jápmimat 1726	Categoria:Mortos em 1726
Kategoriija:Jápmimat 1727	Categoria:Mortos em 1727
Kategoriija:Jápmimat 1728	Categoria:Mortos em 1728
Kategoriija:1730	Categoria:1730
Kategoriija:Jápmimat 1730	Categoria:Mortos em 1730
Kategoriija:Jápmimat 1731	Categoria:Mortos em 1731
Kategoriija:Jápmimat 1732	Categoria:Mortos em 1732
Kategoriija:Jápmimat 1733	Categoria:Mortos em 1733
Kategoriija:Jápmimat 1734	Categoria:Mortos em 1734
Kategoriija:Jápmimat 1735	Categoria:Mortos em 1735
Kategoriija:Jápmimat 1736	Categoria:Mortos em 1736
Kategoriija:Jápmimat 1737	Categoria:Mortos em 1737
Kategoriija:1739	Categoria:1739
Kategoriija:Jápmimat 1739	Categoria:Mortos em 1739
Kategoriija:Jápmimat 1741	Categoria:Mortos em 1741
Kategoriija:Jápmimat 1742	Categoria:Mortos em 1742
Kategoriija:Jápmimat 1743	Categoria:Mortos em 1743
Kategoriija:Jápmimat 1744	Categoria:Mortos em 1744
Kategoriija:Jápmimat 1745	Categoria:Mortos em 1745
Kategoriija:Jápmimat 1746	Categoria:Mortos em 1746
Kategoriija:Jápmimat 1747	Categoria:Mortos em 1747
Kategoriija:Jápmimat 1748	Categoria:Mortos em 1748
Kategoriija:Jápmimat 1749	Categoria:Mortos em 1749
Kategoriija:1751	Categoria:1751
Kategoriija:Jápmimat 1751	Categoria:Mortos em 1751
Kategoriija:Jápmimat 1752	Categoria:Mortos em 1752
Kategoriija:Jápmimat 1753	Categoria:Mortos em 1753
Kategoriija:Jápmimat 1754	Categoria:Mortos em 1754
Kategoriija:Jápmimat 1755	Categoria:Mortos em 1755
Kategoriija:Jápmimat 1756	Categoria:Mortos em 1756
Kategoriija:Jápmimat 1757	Categoria:Mortos em 1757
Kategoriija:Jápmimat 1758	Categoria:Mortos em 1758
Kategoriija:Jápmimat 1759	Categoria:Mortos em 1759
Kategoriija:Jápmimat 1760	Categoria:Mortos em 1760
Kategoriija:Jápmimat 1761	Categoria:Mortos em 1761
Kategoriija:Jápmimat 1762	Categoria:Mortos em 1762
Kategoriija:1764	Categoria:1764
Kategoriija:1765	Categoria:1765
Kategoriija:1766	Categoria:1766
Kategoriija:1767	Categoria:1767
Kategoriija:Jápmimat 1767	Categoria:Mortos em 1767
Kategoriija:1769	Categoria:1769
Kategoriija:Jápmimat 1769	Categoria:Mortos em 1769
Kategoriija:Jápmimat 1770	Categoria:Mortos em 1770
Kategoriija:Jápmimat 1771	Categoria:Mortos em 1771
Kategoriija:Jápmimat 1772	Categoria:Mortos em 1772
Kategoriija:Jápmimat 1773	Categoria:Mortos em 1773
Kategoriija:1775	Categoria:1775
Kategoriija:Jápmimat 1775	Categoria:Mortos em 1775
Kategoriija:Jápmimat 1776	Categoria:Mortos em 1776
Kategoriija:1779	Categoria:1779
Kategoriija:Jápmimat 1780	Categoria:Mortos em 1780
Kategoriija:Jápmimat 1781	Categoria:Mortos em 1781
Kategoriija:Jápmimat 1782	Categoria:Mortos em 1782
Kategoriija:Jápmimat 1783	Categoria:Mortos em 1783
Kategoriija:Jápmimat 1784	Categoria:Mortos em 1784
Kategoriija:Jápmimat 1785	Categoria:Mortos em 1785
Kategoriija:Jápmimat 1786	Categoria:Mortos em 1786
Kategoriija:Jápmimat 1787	Categoria:Mortos em 1787
Kategoriija:Jápmimat 1788	Categoria:Mortos em 1788
Kategoriija:Jápmimat 1789	Categoria:Mortos em 1789
Kategoriija:Jápmimat 1790	Categoria:Mortos em 1790
Kategoriija:Ruošša federašuvnna subjeavttat	Categoria:Divisões federais da Rússia
Kategoriija:Eurohpá eatnandiehtu	Categoria:Geografia da Europa
Kategoriija:Duiskka oassestáhtat	Categoria:Estados da Alemanha
Kategoriija:1778	Categoria:1778
Kategoriija:Chilelaš girjjálašvuohta	Categoria:Literatura do Chile
Kategoriija:Chilelaš čállit	Categoria:Escritores do Chile
Kategoriija:Duiskalaš girječállit	Categoria:Escritores da Alemanha
Málle:Infobox kana	Predefinição:Info/Kana
Kategoriija:Lulliamerihkálaččat	Categoria:Sul-americanos
Kategoriija:Ruoŧŧelaš girječállit	Categoria:Escritores da Suécia
Kategoriija:Amerihkálaš girječállit	Categoria:Escritores dos Estados Unidos
Kategoriija:Eurohpálaččat	Categoria:Europeus
Kategoriija:Oslo	Categoria:Oslo
Kategoriija:Jápmimat 1928	Categoria:Mortos em 1928
Kategoriija:Jápmimat 1937	Categoria:Mortos em 1937
Kategoriija:Jápmimat 1950	Categoria:Mortos em 1950
Kategoriija:Kenia	Categoria:Quénia
Kategoriija:Malawi	Categoria:Malawi
Kategoriija:Mali	Categoria:Mali
Kategoriija:Mánát	Categoria:Crianças
Kategoriija:Čálalaš kommunikašuvdna	Categoria:Comunicação escrita
Kategoriija:1587	Categoria:1587
Kategoriija:1589	Categoria:1589
Kategoriija:1599	Categoria:1599
Kategoriija:1602	Categoria:1602
Kategoriija:Jápmimat 1602	Categoria:Mortos em 1602
Kategoriija:1609	Categoria:1609
Kategoriija:1610	Categoria:1610
Kategoriija:Jápmimat 1610	Categoria:Mortos em 1610
Kategoriija:1613	Categoria:1613
Kategoriija:Jápmimat 1613	Categoria:Mortos em 1613
Kategoriija:Jápmimat 1615	Categoria:Mortos em 1615
Kategoriija:Jápmimat 1635	Categoria:Mortos em 1635
Kategoriija:Jápmimat 1637	Categoria:Mortos em 1637
Kategoriija:Jápmimat 1647	Categoria:Mortos em 1647
Kategoriija:1666	Categoria:1666
Kategoriija:Jápmimat 1672	Categoria:Mortos em 1672
Kategoriija:1674	Categoria:1674
Kategoriija:Polskka politihkkárat	Categoria:Políticos da Polónia
Kategoriija:Jápmimat 2011	Categoria:Mortos em 2011
Kategoriija:Eurohpálaš gonagaslaččat	Categoria:Realeza europeia
Kategoriija:1713	Categoria:1713
Kategoriija:1724	Categoria:1724
Kategoriija:1728	Categoria:1728
Kategoriija:1731	Categoria:1731
Kategoriija:1732	Categoria:1732
Kategoriija:1733	Categoria:1733
Kategoriija:1738	Categoria:1738
Kategoriija:Jápmimat 1738	Categoria:Mortos em 1738
Kategoriija:1740	Categoria:1740
Kategoriija:Jápmimat 1740	Categoria:Mortos em 1740
Kategoriija:1741	Categoria:1741
Kategoriija:1743	Categoria:1743
Kategoriija:1747	Categoria:1747
Kategoriija:1748	Categoria:1748
Kategoriija:1749	Categoria:1749
Kategoriija:1750	Categoria:1750
Kategoriija:Jápmimat 1750	Categoria:Mortos em 1750
Kategoriija:1752	Categoria:1752
Kategoriija:1753	Categoria:1753
Kategoriija:1754	Categoria:1754
Kategoriija:1755	Categoria:1755
Kategoriija:1756	Categoria:1756
Kategoriija:1757	Categoria:1757
Kategoriija:1758	Categoria:1758
Kategoriija:1759	Categoria:1759
Kategoriija:1760	Categoria:1760
Kategoriija:1761	Categoria:1761
Kategoriija:1762	Categoria:1762
Kategoriija:1763	Categoria:1763
Kategoriija:Jápmimat 1763	Categoria:Mortos em 1763
Kategoriija:Jápmimat 1765	Categoria:Mortos em 1765
Kategoriija:Jápmimat 1766	Categoria:Mortos em 1766
Kategoriija:1768	Categoria:1768
Kategoriija:1770	Categoria:1770
Kategoriija:1772	Categoria:1772
Kategoriija:1773	Categoria:1773
Kategoriija:1774	Categoria:1774
Kategoriija:Jápmimat 1774	Categoria:Mortos em 1774
Kategoriija:1776	Categoria:1776
Kategoriija:1777	Categoria:1777
Kategoriija:Jápmimat 1779	Categoria:Mortos em 1779
Kategoriija:1781	Categoria:1781
Kategoriija:1782	Categoria:1782
Kategoriija:1783	Categoria:1783
Kategoriija:1784	Categoria:1784
Kategoriija:1786	Categoria:1786
Kategoriija:1788	Categoria:1788
Kategoriija:1790	Categoria:1790
Kategoriija:1791	Categoria:1791
Kategoriija:Jápmimat 1791	Categoria:Mortos em 1791
Kategoriija:1792	Categoria:1792
Kategoriija:Jápmimat 1792	Categoria:Mortos em 1792
Kategoriija:1794	Categoria:1794
Kategoriija:1795	Categoria:1795
Kategoriija:Jápmimat 1796	Categoria:Mortos em 1796
Kategoriija:Jápmimat 1797	Categoria:Mortos em 1797
Kategoriija:1798	Categoria:1798
Kategoriija:1799	Categoria:1799
Kategoriija:1800	Categoria:1800
Kategoriija:Jápmimat 1800	Categoria:Mortos em 1800
Kategoriija:1801	Categoria:1801
Kategoriija:1802	Categoria:1802
Kategoriija:Riegádeamit 1802	Categoria:Nascidos em 1802
Kategoriija:1803	Categoria:1803
Kategoriija:Jápmimat 1803	Categoria:Mortos em 1803
Kategoriija:1804	Categoria:1804
Kategoriija:Jápmimat 1804	Categoria:Mortos em 1804
Kategoriija:1805	Categoria:1805
Kategoriija:Jápmimat 1805	Categoria:Mortos em 1805
Kategoriija:1806	Categoria:1806
Kategoriija:Jápmimat 1806	Categoria:Mortos em 1806
Kategoriija:1807	Categoria:1807
Kategoriija:Jápmimat 1807	Categoria:Mortos em 1807
Kategoriija:Jápmimat 1808	Categoria:Mortos em 1808
Kategoriija:1809	Categoria:1809
Kategoriija:1810	Categoria:1810
Kategoriija:Jápmimat 1810	Categoria:Mortos em 1810
Kategoriija:1811	Categoria:1811
Kategoriija:Riegádeamit 1811	Categoria:Nascidos em 1811
Kategoriija:Jápmimat 1811	Categoria:Mortos em 1811
Kategoriija:Jápmimat 1812	Categoria:Mortos em 1812
Kategoriija:1813	Categoria:1813
Kategoriija:Jápmimat 1813	Categoria:Mortos em 1813
Kategoriija:1814	Categoria:1814
Kategoriija:Jápmimat 1814	Categoria:Mortos em 1814
Kategoriija:1815	Categoria:1815
Kategoriija:Jápmimat 1815	Categoria:Mortos em 1815
Kategoriija:1816	Categoria:1816
Kategoriija:Jápmimat 1816	Categoria:Mortos em 1816
Kategoriija:Jápmimat 1817	Categoria:Mortos em 1817
Kategoriija:1818	Categoria:1818
Kategoriija:Jápmimat 1818	Categoria:Mortos em 1818
Kategoriija:1819	Categoria:1819
Kategoriija:Jápmimat 1819	Categoria:Mortos em 1819
Kategoriija:1820	Categoria:1820
Kategoriija:Jápmimat 1820	Categoria:Mortos em 1820
Kategoriija:Jápmimat 1821	Categoria:Mortos em 1821
Kategoriija:1823	Categoria:1823
Kategoriija:Jápmimat 1824	Categoria:Mortos em 1824
Kategoriija:Jápmimat 1825	Categoria:Mortos em 1825
Kategoriija:1827	Categoria:1827
Kategoriija:Jápmimat 1828	Categoria:Mortos em 1828
Kategoriija:1830	Categoria:1830
Kategoriija:Jápmimat 1831	Categoria:Mortos em 1831
Kategoriija:Jápmimat 1832	Categoria:Mortos em 1832
Kategoriija:Jápmimat 1833	Categoria:Mortos em 1833
Kategoriija:1834	Categoria:1834
Kategoriija:Jápmimat 1834	Categoria:Mortos em 1834
Kategoriija:1835	Categoria:1835
Kategoriija:1836	Categoria:1836
Kategoriija:Jápmimat 1836	Categoria:Mortos em 1836
Kategoriija:Jápmimat 1837	Categoria:Mortos em 1837
Kategoriija:1838	Categoria:1838
Kategoriija:Jápmimat 1838	Categoria:Mortos em 1838
Kategoriija:1839	Categoria:1839
Kategoriija:1840	Categoria:1840
Kategoriija:Jápmimat 1840	Categoria:Mortos em 1840
Kategoriija:Jápmimat 1841	Categoria:Mortos em 1841
Kategoriija:1842	Categoria:1842
Kategoriija:Jápmimat 1842	Categoria:Mortos em 1842
Kategoriija:1843	Categoria:1843
Kategoriija:Jápmimat 1843	Categoria:Mortos em 1843
Kategoriija:Jápmimat 1844	Categoria:Mortos em 1844
Kategoriija:Jápmimat 1845	Categoria:Mortos em 1845
Kategoriija:1846	Categoria:1846
Kategoriija:Jápmimat 1846	Categoria:Mortos em 1846
Kategoriija:1847	Categoria:1847
Kategoriija:Jápmimat 1847	Categoria:Mortos em 1847
Kategoriija:1848	Categoria:1848
Kategoriija:1849	Categoria:1849
Kategoriija:Jápmimat 1849	Categoria:Mortos em 1849
Kategoriija:Jápmimat 1850	Categoria:Mortos em 1850
Kategoriija:1851	Categoria:1851
Kategoriija:Jápmimat 1851	Categoria:Mortos em 1851
Kategoriija:1852	Categoria:1852
Kategoriija:1853	Categoria:1853
Kategoriija:Jápmimat 1853	Categoria:Mortos em 1853
Kategoriija:1854	Categoria:1854
Kategoriija:Jápmimat 1854	Categoria:Mortos em 1854
Kategoriija:Jápmimat 1855	Categoria:Mortos em 1855
Kategoriija:1856	Categoria:1856
Kategoriija:Jápmimat 1856	Categoria:Mortos em 1856
Kategoriija:1857	Categoria:1857
Kategoriija:Jápmimat 1857	Categoria:Mortos em 1857
Kategoriija:1858	Categoria:1858
Kategoriija:Jápmimat 1858	Categoria:Mortos em 1858
Kategoriija:1859	Categoria:1859
Kategoriija:Jápmimat 1859	Categoria:Mortos em 1859
Kategoriija:1860	Categoria:1860
Kategoriija:Jápmimat 1860	Categoria:Mortos em 1860
Kategoriija:1861	Categoria:1861
Kategoriija:Jápmimat 1861	Categoria:Mortos em 1861
Kategoriija:1862	Categoria:1862
Kategoriija:Jápmimat 1862	Categoria:Mortos em 1862
Kategoriija:1863	Categoria:1863
Kategoriija:1864	Categoria:1864
Kategoriija:Jápmimat 1864	Categoria:Mortos em 1864
Kategoriija:1865	Categoria:1865
Kategoriija:Jápmimat 1865	Categoria:Mortos em 1865
Kategoriija:1866	Categoria:1866
Kategoriija:Jápmimat 1866	Categoria:Mortos em 1866
Kategoriija:Jápmimat 1867	Categoria:Mortos em 1867
Kategoriija:1868	Categoria:1868
Kategoriija:1869	Categoria:1869
Kategoriija:Jápmimat 1869	Categoria:Mortos em 1869
Kategoriija:1870	Categoria:1870
Kategoriija:Jápmimat 1870	Categoria:Mortos em 1870
Kategoriija:1871	Categoria:1871
Kategoriija:Jápmimat 1871	Categoria:Mortos em 1871
Kategoriija:1872	Categoria:1872
Kategoriija:Jápmimat 1872	Categoria:Mortos em 1872
Kategoriija:Jápmimat 1873	Categoria:Mortos em 1873
Kategoriija:1874	Categoria:1874
Kategoriija:1875	Categoria:1875
Kategoriija:1876	Categoria:1876
Kategoriija:Jápmimat 1876	Categoria:Mortos em 1876
Kategoriija:1877	Categoria:1877
Kategoriija:Jápmimat 1877	Categoria:Mortos em 1877
Kategoriija:Jápmimat 1878	Categoria:Mortos em 1878
Kategoriija:1879	Categoria:1879
Kategoriija:Jápmimat 1879	Categoria:Mortos em 1879
Kategoriija:1880	Categoria:1880
Kategoriija:1881	Categoria:1881
Kategoriija:1882	Categoria:1882
Kategoriija:1883	Categoria:1883
Kategoriija:1884	Categoria:1884
Kategoriija:1885	Categoria:1885
Kategoriija:Jápmimat 1885	Categoria:Mortos em 1885
Kategoriija:1886	Categoria:1886
Kategoriija:Jápmimat 1886	Categoria:Mortos em 1886
Kategoriija:1887	Categoria:1887
Kategoriija:Jápmimat 1887	Categoria:Mortos em 1887
Kategoriija:1889	Categoria:1889
Kategoriija:Jápmimat 1889	Categoria:Mortos em 1889
Kategoriija:1890	Categoria:1890
Kategoriija:Jápmimat 1890	Categoria:Mortos em 1890
Kategoriija:1891	Categoria:1891
Kategoriija:Jápmimat 1891	Categoria:Mortos em 1891
Kategoriija:1892	Categoria:1892
Kategoriija:Jápmimat 1892	Categoria:Mortos em 1892
Kategoriija:1893	Categoria:1893
Kategoriija:Jápmimat 1893	Categoria:Mortos em 1893
Kategoriija:1894	Categoria:1894
Kategoriija:Jápmimat 1894	Categoria:Mortos em 1894
Kategoriija:1895	Categoria:1895
Kategoriija:Jápmimat 1895	Categoria:Mortos em 1895
Kategoriija:Jápmimat 1896	Categoria:Mortos em 1896
Kategoriija:1897	Categoria:1897
Kategoriija:Jápmimat 1897	Categoria:Mortos em 1897
Kategoriija:Jápmimat 1898	Categoria:Mortos em 1898
Kategoriija:1899	Categoria:1899
Kategoriija:Jápmimat 1899	Categoria:Mortos em 1899
Kategoriija:Jápmimat 1900	Categoria:Mortos em 1900
Kategoriija:Jápmimat 1901	Categoria:Mortos em 1901
Kategoriija:Jápmimat 1905	Categoria:Mortos em 1905
Kategoriija:Jápmimat 1906	Categoria:Mortos em 1906
Kategoriija:Jápmimat 1908	Categoria:Mortos em 1908
Kategoriija:Jápmimat 1909	Categoria:Mortos em 1909
Kategoriija:Jápmimat 1910	Categoria:Mortos em 1910
Kategoriija:Jápmimat 1912	Categoria:Mortos em 1912
Kategoriija:Jápmimat 1913	Categoria:Mortos em 1913
Kategoriija:Jápmimat 1914	Categoria:Mortos em 1914
Kategoriija:Jápmimat 1915	Categoria:Mortos em 1915
Kategoriija:Jápmimat 1916	Categoria:Mortos em 1916
Kategoriija:Jápmimat 1917	Categoria:Mortos em 1917
Kategoriija:Jápmimat 1918	Categoria:Mortos em 1918
Kategoriija:Jápmimat 1919	Categoria:Mortos em 1919
Kategoriija:Jápmimat 1920	Categoria:Mortos em 1920
Kategoriija:Jápmimat 1921	Categoria:Mortos em 1921
Kategoriija:Jápmimat 1923	Categoria:Mortos em 1923
Kategoriija:Jápmimat 1925	Categoria:Mortos em 1925
Kategoriija:Jápmimat 1926	Categoria:Mortos em 1926
Kategoriija:Jápmimat 1927	Categoria:Mortos em 1927
Kategoriija:Jápmimat 1932	Categoria:Mortos em 1932
Kategoriija:Jápmimat 1935	Categoria:Mortos em 1935
Kategoriija:Jápmimat 1936	Categoria:Mortos em 1936
Kategoriija:Jápmimat 1939	Categoria:Mortos em 1939
Kategoriija:Jápmimat 1940	Categoria:Mortos em 1940
Kategoriija:Jápmimat 1941	Categoria:Mortos em 1941
Kategoriija:Jápmimat 1944	Categoria:Mortos em 1944
Kategoriija:Jápmimat 1948	Categoria:Mortos em 1948
Kategoriija:Jápmimat 1951	Categoria:Mortos em 1951
Kategoriija:Jápmimat 1952	Categoria:Mortos em 1952
Kategoriija:Jápmimat 1953	Categoria:Mortos em 1953
Kategoriija:Jápmimat 1954	Categoria:Mortos em 1954
Kategoriija:Jápmimat 1955	Categoria:Mortos em 1955
Kategoriija:Jápmimat 1956	Categoria:Mortos em 1956
Kategoriija:Jápmimat 1957	Categoria:Mortos em 1957
Kategoriija:Jápmimat 1958	Categoria:Mortos em 1958
Kategoriija:1961	Categoria:1961
Kategoriija:1964	Categoria:1964
Kategoriija:Jápmimat 1964	Categoria:Mortos em 1964
Kategoriija:1965	Categoria:1965
Kategoriija:Jápmimat 1965	Categoria:Mortos em 1965
Kategoriija:1966	Categoria:1966
Kategoriija:1967	Categoria:1967
Kategoriija:Jápmimat 1967	Categoria:Mortos em 1967
Kategoriija:Jápmimat 1968	Categoria:Mortos em 1968
Kategoriija:1969	Categoria:1969
Kategoriija:1970	Categoria:1970
Kategoriija:Jápmimat 1970	Categoria:Mortos em 1970
Kategoriija:Jápmimat 1971	Categoria:Mortos em 1971
Kategoriija:1972	Categoria:1972
Kategoriija:Jápmimat 1972	Categoria:Mortos em 1972
Kategoriija:1973	Categoria:1973
Kategoriija:Jápmimat 1973	Categoria:Mortos em 1973
Kategoriija:1974	Categoria:1974
Kategoriija:1975	Categoria:1975
Kategoriija:1976	Categoria:1976
Kategoriija:Jápmimat 1977	Categoria:Mortos em 1977
Kategoriija:1978	Categoria:1978
Kategoriija:1979	Categoria:1979
Kategoriija:1980	Categoria:1980
Kategoriija:1981	Categoria:1981
Kategoriija:1982	Categoria:1982
Kategoriija:Jápmimat 1982	Categoria:Mortos em 1982
Kategoriija:1983	Categoria:1983
Kategoriija:Jápmimat 1983	Categoria:Mortos em 1983
Kategoriija:1984	Categoria:1984
Kategoriija:Jápmimat 1984	Categoria:Mortos em 1984
Kategoriija:1985	Categoria:1985
Kategoriija:Jápmimat 1985	Categoria:Mortos em 1985
Kategoriija:1986	Categoria:1986
Kategoriija:1987	Categoria:1987
Kategoriija:Jápmimat 1987	Categoria:Mortos em 1987
Kategoriija:1988	Categoria:1988
Kategoriija:1989	Categoria:1989
Kategoriija:Jápmimat 1989	Categoria:Mortos em 1989
Kategoriija:1990	Categoria:1990
Kategoriija:Jápmimat 1990	Categoria:Mortos em 1990
Kategoriija:1991	Categoria:1991
Kategoriija:1992	Categoria:1992
Kategoriija:1993	Categoria:1993
Kategoriija:1994	Categoria:1994
Kategoriija:1995	Categoria:1995
Kategoriija:Jápmimat 1995	Categoria:Mortos em 1995
Kategoriija:1996	Categoria:1996
Kategoriija:Jápmimat 1996	Categoria:Mortos em 1996
Kategoriija:1997	Categoria:1997
Kategoriija:Jápmimat 1997	Categoria:Mortos em 1997
Kategoriija:1999	Categoria:1999
Kategoriija:2000	Categoria:2000
Kategoriija:Jápmimat 2000	Categoria:Mortos em 2000
Kategoriija:2001	Categoria:2001
Kategoriija:Jápmimat 2001	Categoria:Mortos em 2001
Kategoriija:2002	Categoria:2002
Kategoriija:Jápmimat 2002	Categoria:Mortos em 2002
Kategoriija:Jápmimat 2003	Categoria:Mortos em 2003
Kategoriija:2004	Categoria:2004
Kategoriija:Jápmimat 2004	Categoria:Mortos em 2004
Kategoriija:2005	Categoria:2005
Kategoriija:2006	Categoria:2006
Kategoriija:Jápmimat 2006	Categoria:Mortos em 2006
Kategoriija:2007	Categoria:2007
Kategoriija:2008	Categoria:2008
Kategoriija:2009	Categoria:2009
Kategoriija:2010	Categoria:2010
Kategoriija:2011	Categoria:2011
Kategoriija:Suoloriikkat	Categoria:Países insulares
Kategoriija:Norgga politihkka	Categoria:Política da Noruega
Kategoriija:Ruoŧa politihkka	Categoria:Política da Suécia
Kategoriija:Soahtehistorjá riikkaid mielde	Categoria:História militar dos países
Kategoriija:Ruhtaovttadagat	Categoria:Moedas
Kategoriija:Kalaallit Nunaata eatnandiehtu	Categoria:Geografia da Groenlândia
Kategoriija:Norgga eatnandiehtu	Categoria:Geografia da Noruega
Kategoriija:Dánmárkku eatnandiehtu	Categoria:Geografia da Dinamarca
Kategoriija:Spánia eatnandiehtu	Categoria:Geografia da Espanha
Kategoriija:Islándda geografiija	Categoria:Geografia da Islândia
Kategoriija:Irlándda eatnandiehtu	Categoria:Geografia da Irlanda
Kategoriija:Jogat	Categoria:Rios
Málle:User et-3	Predefinição:User et-3
Málle:User fi-2	Predefinição:User fi-2
Kategoriija:Durkka eatnandiehtu	Categoria:Geografia da Turquia
Kategoriija:Suoma eatnandiehtu	Categoria:Geografia da Finlândia
Málle:User la-2	Predefinição:User la-2
Málle:User li-1	Predefinição:User li-1
Málle:User mk-1	Predefinição:User mk-1
Málle:User nn-2	Predefinição:User nn-2
Málle:User no-1	Predefinição:User no-1
Málle:User ru-1	Predefinição:User ru-1
Málle:User sk-1	Predefinição:User sk-1
Málle:User sk-2	Predefinição:User sk-2
Málle:User sk-3	Predefinição:User sk-3
Málle:User sr-1	Predefinição:User sr-1
Málle:User sxu-1	Predefinição:User sxu-1
Kategoriija:Kiinná jogat	Categoria:Rios da China
Kategoriija:Suoma jogat	Categoria:Rios da Finlândia
Málle:User uk-4	Predefinição:User uk-4
Málle:User zh-2	Predefinição:User zh-2
Kategoriija:Lulli-Amerihká kultuvra	Categoria:Cultura da América do Sul
Kategoriija:Chilelaš kultuvra	Categoria:Cultura do Chile
Kategoriija:Kultuvrralaš eatnandiehtu	Categoria:Geografia cultural
Kategoriija:Ruoŧa historjá	Categoria:História da Suécia
Kategoriija:Nepala eatnandiehtu	Categoria:Geografia do Nepal
Kategoriija:Ruošša eatnandiehtu	Categoria:Geografia da Rússia
Kategoriija:Malta eatnandiehtu	Categoria:Geografia de Malta
Kategoriija:Eurovision lávllagilvvohallan	Categoria:Festival Eurovisão da Canção
Kategoriija:Norgalaččat	Categoria:Noruegueses
Kategoriija:Lávlu	Categoria:Canto
Kategoriija:Ruoŧŧelaččat	Categoria:Suecos
Kategoriija:Etiopialaččat	Categoria:Etíopes
Kategoriija:Japánalaččat	Categoria:Japoneses
Kategoriija:Teáhter	Categoria:Teatro
Kategoriija:Suopmelaččat	Categoria:Finlandeses
Kategoriija:Ungáralaččat	Categoria:Húngaros
Kategoriija:Gielladutkit	Categoria:Linguistas
Kategoriija:Interneahtta-TLD:at	Categoria:Domínios de topo
Málle:Neutrála	Predefinição:Neutro
Kategoriija:Geavaheaddji nl	Categoria:Usuários nl
Kategoriija:Geavaheaddji no-1	Categoria:Usuário no-1
Kategoriija:Geavaheaddji no-2	Categoria:Usuário no-2
Kategoriija:Geavaheaddji no	Categoria:Usuários no
Kategoriija:Geavaheaddji zh-1	Categoria:Usuário zh-1
Kategoriija:Geavaheaddji zh-2	Categoria:Usuário zh-2
Kategoriija:Dublin	Categoria:Dublin
Kategoriija:Armenia	Categoria:Arménia
Kategoriija:Bahrain	Categoria:Bahrein
Kategoriija:Bhutan	Categoria:Butão
Kategoriija:Amerihkálaš diktačállit	Categoria:Poetas dos Estados Unidos
Kategoriija:Duiskalaš fysihkkárat	Categoria:Físicos da Alemanha
Kategoriija:Šveicalaš fysihkkárat	Categoria:Físicos da Suíça
Kategoriija:Riikkaidgaskasaš politihkka	Categoria:Relações internacionais
Kategoriija:Álggaheamit 1994:s	Categoria:Fundações em 1994
Kategoriija:Jápmimat 1945	Categoria:Mortos em 1945
Kategoriija:Chilelaš diktačállit	Categoria:Poetas do Chile
Kategoriija:Jápmimat 1963	Categoria:Mortos em 1963
Kategoriija:1833	Categoria:1833
Kategoriija:1832	Categoria:1832
Kategoriija:Jápmimat 1930	Categoria:Mortos em 1930
Kategoriija:1822	Categoria:1822
Kategoriija:1300-lohku	Categoria:Século XIV
Kategoriija:1200-lohku	Categoria:Século XIII
Kategoriija:1500-lohku	Categoria:Século XVI
Kategoriija:1100-lohku	Categoria:Século XII
Kategoriija:1700-lohku	Categoria:Século XVIII
Kategoriija:Dánskalaš gielladutkit	Categoria:Linguistas da Dinamarca
Kategoriija:Ruoŧŧelaš gielladutkit	Categoria:Linguistas da Suécia
Kategoriija:Brasilialaš musihkkárat	Categoria:Músicos do Brasil
Kategoriija:Davvi-Vuolleeatnamat	Categoria:Holanda do Norte
Kategoriija:Itálialaš musihkkárat	Categoria:Músicos da Itália
Kategoriija:1829	Categoria:1829
Kategoriija:Vuolleeatnamiid leanat	Categoria:Províncias dos Países Baixos
Kategoriija:Armeniálaš šuokŋadahkkit	Categoria:Compositores da Arménia
Kategoriija:Aserbaižanalaš šuokŋadahkkit	Categoria:Compositores do Azerbaijão
Kategoriija:Sosiálpsykologiija	Categoria:Psicologia social
Kategoriija:Álgoálbmogat	Categoria:Povos indígenas
Kategoriija:Duiskalaš musihkkárat	Categoria:Músicos da Alemanha
Kategoriija:Jápmimat 1988	Categoria:Mortos em 1988
Kategoriija:Armeniálaččat	Categoria:Arménios
Kategoriija:Suopmelaš politihkkárat	Categoria:Políticos da Finlândia
Kategoriija:Meksikolaččat	Categoria:Mexicanos
Kategoriija:Suopmelaš gielladutkit	Categoria:Linguistas da Finlândia
Kategoriija:Canberra	Categoria:Camberra
Kategoriija:Jápmimat 1823	Categoria:Mortos em 1823
Kategoriija:Eurohpálaš musihkka	Categoria:Música da Europa
Kategoriija:Indoeurohpálaš gielat	Categoria:Línguas indo-europeias
Kategoriija:Cihranlottit	Categoria:Apodiformes
Kategoriija:Ruoššalaš dáiddárat	Categoria:Pintores da Rússia
